"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","GGDEBT","TOT","PC_GDP","A","2010",107.7597,
"BEL","GGDEBT","TOT","PC_GDP","A","2011",110.3782,
"BEL","GGDEBT","TOT","PC_GDP","A","2012",120.3603,
"BEL","GGDEBT","TOT","PC_GDP","A","2013",118.3246,
"BEL","GGDEBT","TOT","PC_GDP","A","2014",129.8387,
"BEL","GGDEBT","TOT","PC_GDP","A","2015",126.7159,
"BEL","GGDEBT","TOT","PC_GDP","A","2016",127.5839,
"CAN","GGDEBT","TOT","PC_GDP","A","1995",124.3585,
"CAN","GGDEBT","TOT","PC_GDP","A","1996",130.4724,
"CAN","GGDEBT","TOT","PC_GDP","A","1997",124.3579,
"CAN","GGDEBT","TOT","PC_GDP","A","1998",123.8997,
"CAN","GGDEBT","TOT","PC_GDP","A","1999",114.2691,
"CAN","GGDEBT","TOT","PC_GDP","A","2000",105.4222,
"CAN","GGDEBT","TOT","PC_GDP","A","2001",105.2199,
"CAN","GGDEBT","TOT","PC_GDP","A","2002",103.986,
"CAN","GGDEBT","TOT","PC_GDP","A","2003",99.65713,
"CAN","GGDEBT","TOT","PC_GDP","A","2004",95.72514,
"CAN","GGDEBT","TOT","PC_GDP","A","2005",94.20788,
"CAN","GGDEBT","TOT","PC_GDP","A","2006",91.41594,
"CAN","GGDEBT","TOT","PC_GDP","A","2007",87.16206,
"CAN","GGDEBT","TOT","PC_GDP","A","2008",89.97141,
"CAN","GGDEBT","TOT","PC_GDP","A","2009",103.0748,
"CAN","GGDEBT","TOT","PC_GDP","A","2010",105.2244,
"CAN","GGDEBT","TOT","PC_GDP","A","2011",107.8826,
"CAN","GGDEBT","TOT","PC_GDP","A","2012",111.5424,
"CAN","GGDEBT","TOT","PC_GDP","A","2013",107.5053,
"CAN","GGDEBT","TOT","PC_GDP","A","2014",108.5417,
"CAN","GGDEBT","TOT","PC_GDP","A","2015",114.7455,
"CAN","GGDEBT","TOT","PC_GDP","A","2016",114.127,
"CZE","GGDEBT","TOT","PC_GDP","A","1995",18.16411,
"CZE","GGDEBT","TOT","PC_GDP","A","1996",16.75334,
"CZE","GGDEBT","TOT","PC_GDP","A","1997",17.13012,
"CZE","GGDEBT","TOT","PC_GDP","A","1998",17.98476,
"CZE","GGDEBT","TOT","PC_GDP","A","1999",23.82304,
"CZE","GGDEBT","TOT","PC_GDP","A","2000",24.38618,
"CZE","GGDEBT","TOT","PC_GDP","A","2001",28.31914,
"CZE","GGDEBT","TOT","PC_GDP","A","2002",30.58959,
"CZE","GGDEBT","TOT","PC_GDP","A","2003",33.39055,
"CZE","GGDEBT","TOT","PC_GDP","A","2004",32.85409,
"CZE","GGDEBT","TOT","PC_GDP","A","2005",32.39288,
"CZE","GGDEBT","TOT","PC_GDP","A","2006",31.94066,
"CZE","GGDEBT","TOT","PC_GDP","A","2007",30.53996,
"CZE","GGDEBT","TOT","PC_GDP","A","2008",34.30849,
"CZE","GGDEBT","TOT","PC_GDP","A","2009",41.07794,
"CZE","GGDEBT","TOT","PC_GDP","A","2010",45.57788,
"CZE","GGDEBT","TOT","PC_GDP","A","2011",48.34729,
"CZE","GGDEBT","TOT","PC_GDP","A","2012",57.87899,
"CZE","GGDEBT","TOT","PC_GDP","A","2013",57.95966,
"CZE","GGDEBT","TOT","PC_GDP","A","2014",56.73984,
"CZE","GGDEBT","TOT","PC_GDP","A","2015",53.44482,
"CZE","GGDEBT","TOT","PC_GDP","A","2016",49.04023,
"DNK","GGDEBT","TOT","PC_GDP","A","1995",81.55618,
"DNK","GGDEBT","TOT","PC_GDP","A","1996",79.12813,
"DNK","GGDEBT","TOT","PC_GDP","A","1997",75.0022,
"DNK","GGDEBT","TOT","PC_GDP","A","1998",72.57375,
"DNK","GGDEBT","TOT","PC_GDP","A","1999",67.09552,
"DNK","GGDEBT","TOT","PC_GDP","A","2000",60.45578,
"DNK","GGDEBT","TOT","PC_GDP","A","2001",58.27706,
"DNK","GGDEBT","TOT","PC_GDP","A","2002",58.14748,
"DNK","GGDEBT","TOT","PC_GDP","A","2003",56.06915,
"DNK","GGDEBT","TOT","PC_GDP","A","2004",52.33589,
"DNK","GGDEBT","TOT","PC_GDP","A","2005",45.11943,
"DNK","GGDEBT","TOT","PC_GDP","A","2006",40.49267,
"DNK","GGDEBT","TOT","PC_GDP","A","2007",34.59383,
"DNK","GGDEBT","TOT","PC_GDP","A","2008",41.93991,
"DNK","GGDEBT","TOT","PC_GDP","A","2009",49.26745,
"DNK","GGDEBT","TOT","PC_GDP","A","2010",53.44128,
"DNK","GGDEBT","TOT","PC_GDP","A","2011",60.11119,
"DNK","GGDEBT","TOT","PC_GDP","A","2012",60.61518,
"DNK","GGDEBT","TOT","PC_GDP","A","2013",56.73219,
"DNK","GGDEBT","TOT","PC_GDP","A","2014",59.14192,
"DNK","GGDEBT","TOT","PC_GDP","A","2015",53.78776,
"DNK","GGDEBT","TOT","PC_GDP","A","2016",52.44617,
"FIN","GGDEBT","TOT","PC_GDP","A","1995",62.91246,
"FIN","GGDEBT","TOT","PC_GDP","A","1996",63.75857,
"FIN","GGDEBT","TOT","PC_GDP","A","1997",62.16655,
"FIN","GGDEBT","TOT","PC_GDP","A","1998",59.1193,
"FIN","GGDEBT","TOT","PC_GDP","A","1999",53.01719,
"FIN","GGDEBT","TOT","PC_GDP","A","2000",51.01093,
"FIN","GGDEBT","TOT","PC_GDP","A","2001",48.40519,
"FIN","GGDEBT","TOT","PC_GDP","A","2002",48.23621,
"FIN","GGDEBT","TOT","PC_GDP","A","2003",49.1941,
"FIN","GGDEBT","TOT","PC_GDP","A","2004",49.39707,
"FIN","GGDEBT","TOT","PC_GDP","A","2005",46.53166,
"FIN","GGDEBT","TOT","PC_GDP","A","2006",43.08167,
"FIN","GGDEBT","TOT","PC_GDP","A","2007",39.09392,
"FIN","GGDEBT","TOT","PC_GDP","A","2008",38.27919,
"FIN","GGDEBT","TOT","PC_GDP","A","2009",49.23079,
"FIN","GGDEBT","TOT","PC_GDP","A","2010",55.06467,
"FIN","GGDEBT","TOT","PC_GDP","A","2011",57.52048,
"FIN","GGDEBT","TOT","PC_GDP","A","2012",64.33859,
"FIN","GGDEBT","TOT","PC_GDP","A","2013",64.76556,
"FIN","GGDEBT","TOT","PC_GDP","A","2014",71.67136,
"FIN","GGDEBT","TOT","PC_GDP","A","2015",75.14885,
"FIN","GGDEBT","TOT","PC_GDP","A","2016",75.44966,
"FRA","GGDEBT","TOT","PC_GDP","A","1995",66.58996,
"FRA","GGDEBT","TOT","PC_GDP","A","1996",72.58565,
"FRA","GGDEBT","TOT","PC_GDP","A","1997",75.24718,
"FRA","GGDEBT","TOT","PC_GDP","A","1998",77.02315,
"FRA","GGDEBT","TOT","PC_GDP","A","1999",73.45506,
"FRA","GGDEBT","TOT","PC_GDP","A","2000",71.90485,
"FRA","GGDEBT","TOT","PC_GDP","A","2001",70.98895,
"FRA","GGDEBT","TOT","PC_GDP","A","2002",74.64314,
"FRA","GGDEBT","TOT","PC_GDP","A","2003",78.51265,
"FRA","GGDEBT","TOT","PC_GDP","A","2004",80.01929,
"FRA","GGDEBT","TOT","PC_GDP","A","2005",81.66552,
"FRA","GGDEBT","TOT","PC_GDP","A","2006",76.85946,
"FRA","GGDEBT","TOT","PC_GDP","A","2007",75.56451,
"FRA","GGDEBT","TOT","PC_GDP","A","2008",81.51089,
"FRA","GGDEBT","TOT","PC_GDP","A","2009",93.15648,
"FRA","GGDEBT","TOT","PC_GDP","A","2010",96.82564,
"FRA","GGDEBT","TOT","PC_GDP","A","2011",100.6963,
"FRA","GGDEBT","TOT","PC_GDP","A","2012",110.4179,
"FRA","GGDEBT","TOT","PC_GDP","A","2013",110.9891,
"FRA","GGDEBT","TOT","PC_GDP","A","2014",119.9272,
"FRA","GGDEBT","TOT","PC_GDP","A","2015",120.4973,
"FRA","GGDEBT","TOT","PC_GDP","A","2016",123.3611,
"DEU","GGDEBT","TOT","PC_GDP","A","1995",54.12364,
"DEU","GGDEBT","TOT","PC_GDP","A","1996",57.1987,
"DEU","GGDEBT","TOT","PC_GDP","A","1997",58.66096,
"DEU","GGDEBT","TOT","PC_GDP","A","1998",60.54865,
"DEU","GGDEBT","TOT","PC_GDP","A","1999",60.46196,
"DEU","GGDEBT","TOT","PC_GDP","A","2000",59.51911,
"DEU","GGDEBT","TOT","PC_GDP","A","2001",58.75711,
"DEU","GGDEBT","TOT","PC_GDP","A","2002",61.20459,
"DEU","GGDEBT","TOT","PC_GDP","A","2003",64.58479,
"DEU","GGDEBT","TOT","PC_GDP","A","2004",67.53107,
"DEU","GGDEBT","TOT","PC_GDP","A","2005",70.06432,
"DEU","GGDEBT","TOT","PC_GDP","A","2006",68.25785,
"DEU","GGDEBT","TOT","PC_GDP","A","2007",64.18219,
"DEU","GGDEBT","TOT","PC_GDP","A","2008",68.08282,
"DEU","GGDEBT","TOT","PC_GDP","A","2009",75.47068,
"DEU","GGDEBT","TOT","PC_GDP","A","2010",84.46606,
"DEU","GGDEBT","TOT","PC_GDP","A","2011",84.20107,
"DEU","GGDEBT","TOT","PC_GDP","A","2012",88.11026,
"DEU","GGDEBT","TOT","PC_GDP","A","2013",83.14075,
"DEU","GGDEBT","TOT","PC_GDP","A","2014",83.34923,
"DEU","GGDEBT","TOT","PC_GDP","A","2015",78.93155,
"DEU","GGDEBT","TOT","PC_GDP","A","2016",76.2193,
"GRC","GGDEBT","TOT","PC_GDP","A","1995",97.84429,
"GRC","GGDEBT","TOT","PC_GDP","A","1996",98.98184,
"GRC","GGDEBT","TOT","PC_GDP","A","1997",95.4882,
"GRC","GGDEBT","TOT","PC_GDP","A","1998",93.88266,
"GRC","GGDEBT","TOT","PC_GDP","A","1999",96.57008,
"GRC","GGDEBT","TOT","PC_GDP","A","2000",111.1131,
"GRC","GGDEBT","TOT","PC_GDP","A","2001",114.0422,
"GRC","GGDEBT","TOT","PC_GDP","A","2002",114.4787,
"GRC","GGDEBT","TOT","PC_GDP","A","2003",106.9379,
"GRC","GGDEBT","TOT","PC_GDP","A","2004",111.4212,
"GRC","GGDEBT","TOT","PC_GDP","A","2005",115.1137,
"GRC","GGDEBT","TOT","PC_GDP","A","2006",115.1732,
"GRC","GGDEBT","TOT","PC_GDP","A","2007",112.7171,
"GRC","GGDEBT","TOT","PC_GDP","A","2008",117.3793,
"GRC","GGDEBT","TOT","PC_GDP","A","2009",134.5917,
"GRC","GGDEBT","TOT","PC_GDP","A","2010",126.606,
"GRC","GGDEBT","TOT","PC_GDP","A","2011",108.3185,
"GRC","GGDEBT","TOT","PC_GDP","A","2012",164.6995,
"GRC","GGDEBT","TOT","PC_GDP","A","2013",178.8418,
"GRC","GGDEBT","TOT","PC_GDP","A","2014",180.3188,
"GRC","GGDEBT","TOT","PC_GDP","A","2015",183.1367,
"GRC","GGDEBT","TOT","PC_GDP","A","2016",187.6531,
"HUN","GGDEBT","TOT","PC_GDP","A","1995",87.35731,
"HUN","GGDEBT","TOT","PC_GDP","A","1996",75.69086,
"HUN","GGDEBT","TOT","PC_GDP","A","1997",65.54839,
"HUN","GGDEBT","TOT","PC_GDP","A","1998",64.5965,
"HUN","GGDEBT","TOT","PC_GDP","A","1999",66.30379,
"HUN","GGDEBT","TOT","PC_GDP","A","2000",60.52811,
"HUN","GGDEBT","TOT","PC_GDP","A","2001",58.49344,
"HUN","GGDEBT","TOT","PC_GDP","A","2002",59.52792,
"HUN","GGDEBT","TOT","PC_GDP","A","2003",60.21578,
"HUN","GGDEBT","TOT","PC_GDP","A","2004",63.60974,
"HUN","GGDEBT","TOT","PC_GDP","A","2005",66.69791,
"HUN","GGDEBT","TOT","PC_GDP","A","2006",70.26191,
"HUN","GGDEBT","TOT","PC_GDP","A","2007",70.92673,
"HUN","GGDEBT","TOT","PC_GDP","A","2008",74.51356,
"HUN","GGDEBT","TOT","PC_GDP","A","2009",83.44037,
"HUN","GGDEBT","TOT","PC_GDP","A","2010",85.27269,
"HUN","GGDEBT","TOT","PC_GDP","A","2011",94.21516,
"HUN","GGDEBT","TOT","PC_GDP","A","2012",97.3067,
"HUN","GGDEBT","TOT","PC_GDP","A","2013",95.3068,
"HUN","GGDEBT","TOT","PC_GDP","A","2014",98.52628,
"HUN","GGDEBT","TOT","PC_GDP","A","2015",97.39828,
"HUN","GGDEBT","TOT","PC_GDP","A","2016",97.24721,
"IRL","GGDEBT","TOT","PC_GDP","A","1998",61.27768,
"IRL","GGDEBT","TOT","PC_GDP","A","1999",50.4835,
"IRL","GGDEBT","TOT","PC_GDP","A","2000",38.71711,
"IRL","GGDEBT","TOT","PC_GDP","A","2001",35.54868,
"IRL","GGDEBT","TOT","PC_GDP","A","2002",34.13341,
"IRL","GGDEBT","TOT","PC_GDP","A","2003",32.8477,
"IRL","GGDEBT","TOT","PC_GDP","A","2004",31.51467,
"IRL","GGDEBT","TOT","PC_GDP","A","2005",31.32881,
"IRL","GGDEBT","TOT","PC_GDP","A","2006",27.64123,
"IRL","GGDEBT","TOT","PC_GDP","A","2007",27.45564,
"IRL","GGDEBT","TOT","PC_GDP","A","2008",47.47487,
"IRL","GGDEBT","TOT","PC_GDP","A","2009",67.54385,
"IRL","GGDEBT","TOT","PC_GDP","A","2010",83.56623,
"IRL","GGDEBT","TOT","PC_GDP","A","2011",110.938,
"IRL","GGDEBT","TOT","PC_GDP","A","2012",129.102,
"IRL","GGDEBT","TOT","PC_GDP","A","2013",131.4183,
"IRL","GGDEBT","TOT","PC_GDP","A","2014",121.6498,
"IRL","GGDEBT","TOT","PC_GDP","A","2015",88.66328,
"IRL","GGDEBT","TOT","PC_GDP","A","2016",83.44501,
"ITA","GGDEBT","TOT","PC_GDP","A","1995",121.2345,
"ITA","GGDEBT","TOT","PC_GDP","A","1996",127.1257,
"ITA","GGDEBT","TOT","PC_GDP","A","1997",128.6661,
"ITA","GGDEBT","TOT","PC_GDP","A","1998",130.669,
"ITA","GGDEBT","TOT","PC_GDP","A","1999",123.7423,
"ITA","GGDEBT","TOT","PC_GDP","A","2000",118.9894,
"ITA","GGDEBT","TOT","PC_GDP","A","2001",118.1363,
"ITA","GGDEBT","TOT","PC_GDP","A","2002",116.9579,
"ITA","GGDEBT","TOT","PC_GDP","A","2003",114.286,
"ITA","GGDEBT","TOT","PC_GDP","A","2004",114.6943,
"ITA","GGDEBT","TOT","PC_GDP","A","2005",117.4324,
"ITA","GGDEBT","TOT","PC_GDP","A","2006",115.0135,
"ITA","GGDEBT","TOT","PC_GDP","A","2007",110.6964,
"ITA","GGDEBT","TOT","PC_GDP","A","2008",112.9941,
"ITA","GGDEBT","TOT","PC_GDP","A","2009",125.9761,
"ITA","GGDEBT","TOT","PC_GDP","A","2010",124.8748,
"ITA","GGDEBT","TOT","PC_GDP","A","2011",117.9299,
"ITA","GGDEBT","TOT","PC_GDP","A","2012",136.2298,
"ITA","GGDEBT","TOT","PC_GDP","A","2013",143.6842,
"ITA","GGDEBT","TOT","PC_GDP","A","2014",155.96,
"ITA","GGDEBT","TOT","PC_GDP","A","2015",156.8574,
"ITA","GGDEBT","TOT","PC_GDP","A","2016",155.5986,
"JPN","GGDEBT","TOT","PC_GDP","A","1995",94.7438,
"JPN","GGDEBT","TOT","PC_GDP","A","1996",101.0199,
"JPN","GGDEBT","TOT","PC_GDP","A","1997",110.3448,
"JPN","GGDEBT","TOT","PC_GDP","A","1998",120.3518,
"JPN","GGDEBT","TOT","PC_GDP","A","1999",132.8482,
"JPN","GGDEBT","TOT","PC_GDP","A","2000",142.6464,
"JPN","GGDEBT","TOT","PC_GDP","A","2001",148.8677,
"JPN","GGDEBT","TOT","PC_GDP","A","2002",159.102,
"JPN","GGDEBT","TOT","PC_GDP","A","2003",168.8736,
"JPN","GGDEBT","TOT","PC_GDP","A","2004",175.4419,
"JPN","GGDEBT","TOT","PC_GDP","A","2005",176.1969,
"JPN","GGDEBT","TOT","PC_GDP","A","2006",176.183,
"JPN","GGDEBT","TOT","PC_GDP","A","2007",177.7124,
"JPN","GGDEBT","TOT","PC_GDP","A","2008",181.5641,
"JPN","GGDEBT","TOT","PC_GDP","A","2009",202.7732,
"JPN","GGDEBT","TOT","PC_GDP","A","2010",207.5221,
"JPN","GGDEBT","TOT","PC_GDP","A","2011",222.3113,
"JPN","GGDEBT","TOT","PC_GDP","A","2012",230.3869,
"JPN","GGDEBT","TOT","PC_GDP","A","2013",233.2241,
"JPN","GGDEBT","TOT","PC_GDP","A","2014",238.4595,
"JPN","GGDEBT","TOT","PC_GDP","A","2015",237.3919,
"JPN","GGDEBT","TOT","PC_GDP","A","2016",234.5488,
"LUX","GGDEBT","TOT","PC_GDP","A","1999",16.14847,
"LUX","GGDEBT","TOT","PC_GDP","A","2000",15.75577,
"LUX","GGDEBT","TOT","PC_GDP","A","2001",16.15309,
"LUX","GGDEBT","TOT","PC_GDP","A","2002",16.21593,
"LUX","GGDEBT","TOT","PC_GDP","A","2003",17.55165,
"LUX","GGDEBT","TOT","PC_GDP","A","2004",18.46652,
"LUX","GGDEBT","TOT","PC_GDP","A","2005",17.1373,
"LUX","GGDEBT","TOT","PC_GDP","A","2006",16.14673,
"LUX","GGDEBT","TOT","PC_GDP","A","2007",15.83983,
"LUX","GGDEBT","TOT","PC_GDP","A","2008",24.42677,
"LUX","GGDEBT","TOT","PC_GDP","A","2009",21.9826,
"LUX","GGDEBT","TOT","PC_GDP","A","2010",27.02489,
"LUX","GGDEBT","TOT","PC_GDP","A","2011",26.55407,
"LUX","GGDEBT","TOT","PC_GDP","A","2012",28.32328,
"LUX","GGDEBT","TOT","PC_GDP","A","2013",28.93741,
"LUX","GGDEBT","TOT","PC_GDP","A","2014",29.35609,
"LUX","GGDEBT","TOT","PC_GDP","A","2015",29.13884,
"LUX","GGDEBT","TOT","PC_GDP","A","2016",27.89369,
"MEX","GGDEBT","TOT","PC_GDP","A","2003",36.50307,
"MEX","GGDEBT","TOT","PC_GDP","A","2004",31.46108,
"MEX","GGDEBT","TOT","PC_GDP","A","2005",30.92044,
"MEX","GGDEBT","TOT","PC_GDP","A","2006",30.74275,
"MEX","GGDEBT","TOT","PC_GDP","A","2007",32.43561,
"MEX","GGDEBT","TOT","PC_GDP","A","2008",34.31808,
"MEX","GGDEBT","TOT","PC_GDP","A","2009",30.56396,
"MEX","GGDEBT","TOT","PC_GDP","A","2010",31.1473,
"MEX","GGDEBT","TOT","PC_GDP","A","2011",37.14133,
"MEX","GGDEBT","TOT","PC_GDP","A","2012",41.13026,
"MEX","GGDEBT","TOT","PC_GDP","A","2013",47.10764,
"MEX","GGDEBT","TOT","PC_GDP","A","2014",49.51698,
"MEX","GGDEBT","TOT","PC_GDP","A","2015",53.4691,
"MEX","GGDEBT","TOT","PC_GDP","A","2016",52.97105,
"NLD","GGDEBT","TOT","PC_GDP","A","1995",85.68702,
"NLD","GGDEBT","TOT","PC_GDP","A","1996",84.05756,
"NLD","GGDEBT","TOT","PC_GDP","A","1997",78.69662,
"NLD","GGDEBT","TOT","PC_GDP","A","1998",76.3125,
"NLD","GGDEBT","TOT","PC_GDP","A","1999",67.54733,
"NLD","GGDEBT","TOT","PC_GDP","A","2000",60.38062,
"NLD","GGDEBT","TOT","PC_GDP","A","2001",56.39128,
"NLD","GGDEBT","TOT","PC_GDP","A","2002",57.19301,
"NLD","GGDEBT","TOT","PC_GDP","A","2003",58.23957,
"NLD","GGDEBT","TOT","PC_GDP","A","2004",58.23903,
"NLD","GGDEBT","TOT","PC_GDP","A","2005",57.32365,
"NLD","GGDEBT","TOT","PC_GDP","A","2006",51.24152,
"NLD","GGDEBT","TOT","PC_GDP","A","2007",48.464,
"NLD","GGDEBT","TOT","PC_GDP","A","2008",61.26074,
"NLD","GGDEBT","TOT","PC_GDP","A","2009",64.07261,
"NLD","GGDEBT","TOT","PC_GDP","A","2010",67.97163,
"NLD","GGDEBT","TOT","PC_GDP","A","2011",71.93298,
"NLD","GGDEBT","TOT","PC_GDP","A","2012",77.6694,
"NLD","GGDEBT","TOT","PC_GDP","A","2013",76.62405,
"NLD","GGDEBT","TOT","PC_GDP","A","2014",81.21832,
"NLD","GGDEBT","TOT","PC_GDP","A","2015",77.47247,
"NLD","GGDEBT","TOT","PC_GDP","A","2016",75.32069,
"NOR","GGDEBT","TOT","PC_GDP","A","1995",37.29676,
"NOR","GGDEBT","TOT","PC_GDP","A","1996",32.98238,
"NOR","GGDEBT","TOT","PC_GDP","A","1997",29.18628,
"NOR","GGDEBT","TOT","PC_GDP","A","1998",27.56312,
"NOR","GGDEBT","TOT","PC_GDP","A","1999",28.71318,
"NOR","GGDEBT","TOT","PC_GDP","A","2000",32.21119,
"NOR","GGDEBT","TOT","PC_GDP","A","2001",31.30664,
"NOR","GGDEBT","TOT","PC_GDP","A","2002",38.67231,
"NOR","GGDEBT","TOT","PC_GDP","A","2003",48.00579,
"NOR","GGDEBT","TOT","PC_GDP","A","2004",49.88387,
"NOR","GGDEBT","TOT","PC_GDP","A","2005",46.91439,
"NOR","GGDEBT","TOT","PC_GDP","A","2006",57.81303,
"NOR","GGDEBT","TOT","PC_GDP","A","2007",55.53265,
"NOR","GGDEBT","TOT","PC_GDP","A","2008",54.15479,
"NOR","GGDEBT","TOT","PC_GDP","A","2009",48.03541,
"NOR","GGDEBT","TOT","PC_GDP","A","2010",48.35128,
"NOR","GGDEBT","TOT","PC_GDP","A","2011",33.76455,
"NOR","GGDEBT","TOT","PC_GDP","A","2012",34.88609,
"NOR","GGDEBT","TOT","PC_GDP","A","2013",35.21771,
"NOR","GGDEBT","TOT","PC_GDP","A","2014",32.97514,
"NOR","GGDEBT","TOT","PC_GDP","A","2015",38.56717,
"NOR","GGDEBT","TOT","PC_GDP","A","2016",42.50396,
"POL","GGDEBT","TOT","PC_GDP","A","1995",50.42526,
"POL","GGDEBT","TOT","PC_GDP","A","1996",50.28565,
"POL","GGDEBT","TOT","PC_GDP","A","1997",47.61467,
"POL","GGDEBT","TOT","PC_GDP","A","1998",43.32465,
"POL","GGDEBT","TOT","PC_GDP","A","1999",45.9872,
"POL","GGDEBT","TOT","PC_GDP","A","2000",45.01677,
"POL","GGDEBT","TOT","PC_GDP","A","2001",43.72948,
"POL","GGDEBT","TOT","PC_GDP","A","2002",53.27235,
"POL","GGDEBT","TOT","PC_GDP","A","2003",55.50672,
"POL","GGDEBT","TOT","PC_GDP","A","2004",53.10462,
"POL","GGDEBT","TOT","PC_GDP","A","2005",54.69091,
"POL","GGDEBT","TOT","PC_GDP","A","2006",54.42035,
"POL","GGDEBT","TOT","PC_GDP","A","2007",51.06319,
"POL","GGDEBT","TOT","PC_GDP","A","2008",53.35693,
"POL","GGDEBT","TOT","PC_GDP","A","2009",56.73477,
"POL","GGDEBT","TOT","PC_GDP","A","2010",61.05294,
"POL","GGDEBT","TOT","PC_GDP","A","2011",61.21319,
"POL","GGDEBT","TOT","PC_GDP","A","2012",64.38701,
"POL","GGDEBT","TOT","PC_GDP","A","2013",64.98855,
"POL","GGDEBT","TOT","PC_GDP","A","2014",70.02574,
"POL","GGDEBT","TOT","PC_GDP","A","2015",69.30058,
"POL","GGDEBT","TOT","PC_GDP","A","2016",71.93314,
"PRT","GGDEBT","TOT","PC_GDP","A","1995",67.48737,
"PRT","GGDEBT","TOT","PC_GDP","A","1996",68.03526,
"PRT","GGDEBT","TOT","PC_GDP","A","1997",66.03267,
"PRT","GGDEBT","TOT","PC_GDP","A","1998",65.31093,
"PRT","GGDEBT","TOT","PC_GDP","A","1999",62.45652,
"PRT","GGDEBT","TOT","PC_GDP","A","2000",62.01825,
