10544	"20151024 6:00AM UTC"	"Wipro Taps IBM Bluemix to Speed Development of Mobile, Analytics Apps"	"http://www.reuters.com/article/ibm-bluemix-wipro-idUSnPn5nS4Jn+8a+PRN20151023"
13781	"20110118 7:46PM UTC"	"IBM blows past forecasts, services contracts rise"	"http://www.reuters.com/article/2011/01/19/us-ibm-idUSTRE70H6Y420110119"
13782	"20110118 7:45PM UTC"	"UPDATE 5-IBM blows past forecasts, services contracts rise"	"http://www.reuters.com/article/2011/01/19/ibm-idUSN1814689920110119"
13897	"20110118 6:16PM UTC"	"IBM results blow past expectations, services strong"	"http://www.reuters.com/article/2011/01/18/us-ibm-idUSTRE70H6Y420110118"
13900	"20110118 6:14PM UTC"	"UPDATE 4-IBM results blow past expectations, services strong"	"http://www.reuters.com/article/2011/01/18/ibm-idUSN1814689920110118"
13965	"20110118 5:40PM UTC"	"Instant view: Apple sales surge, IBM beats Street"	"http://www.reuters.com/article/2011/01/18/us-apple-ibm-idUSTRE70H74320110118"
14026	"20110118 5:17PM UTC"	"Instant view: Apple, IBM results beat Street"	"http://www.reuters.com/article/2011/01/18/us-apple-ibm-idUSTRE70H7AM20110118"
14266	"20110118 4:10PM UTC"	"IBM Reports 2010 Fourth-Quarter and Full-Year Results"	"http://www.reuters.com/article/2011/01/18/idUS220055+18-Jan-2011+BW20110118"
15408	"20110118 11:16AM UTC"	" M-Dot Network's Digital Coupon Technology Is Now Available on Retalix's StoreLine, Joining StoreNext's ISS45 and IBM"	"http://www.reuters.com/article/2011/01/18/idUS169761+18-Jan-2011+MW20110118"
15415	"20110118 11:15AM UTC"	" M-Dot Network's Digital Coupon Technology Is Now Available on Retalix's StoreLine, Joining StoreNext's ISS45 and IBM"	"http://www.reuters.com/article/2011/01/18/idUS169421+18-Jan-2011+MW20110118"
15878	"20110118 10:01AM UTC"	" SOA Software Achieves IBM Advanced Partner Status"	"http://www.reuters.com/article/2011/01/18/idUS154014+18-Jan-2011+MW20110118"
19399	"20130528 2:34PM UTC"	"American Marketing Association Elects IBM Senior Marketing Executive to its Board of Directors"	"http://www.reuters.com/article/2013/05/28/ama-boardofdirectors-idUSnPNDC21603+1e0+PRN20130528"
20763	"20130528 8:00AM UTC"	"Total Resource Management Launches TRM RulesManager Studio™, a configuration, control and application delivery software designed for IBM Maximo®"	"http://www.reuters.com/article/2013/05/28/va-trm-ibm-maximo-idUSnPNPH20794+1e0+PRN20130528"
21157	"20130528 6:00AM UTC"	"Acacia Subsidiary Enters into License Agreement with IBM"	"http://www.reuters.com/article/2013/05/28/ca-acacia-research-corp-idUSnBw285103a+100+BSW20130528"
22334	"20070719 01:55 PM EDT"	"US STOCKS-Profits boost Wall Street, led by IBM, Juniper"	"http://www.reuters.com/article/bondsNews/idUSN1923006320070719"
22360	"20070719 01:27 PM EDT"	"IBM at 5-year high after results beat forecasts"	"http://www.reuters.com/article/globalMarketsNews/idUSN1933989120070719"
22426	"20070719 12:35 PM EDT"	"US STOCKS-Profits push indexes up, led by IBM and Juniper"	"http://www.reuters.com/article/companyNewsAndPR/idUSN1922322420070719"
22632	"20070719 10:05 AM EDT"	"US STOCKS-Strong earnings power rebound; IBM gains"	"http://www.reuters.com/article/usMktRpt/idUSN1919893720070719"
22739	"20070719 09:09 AM EDT"	"US STOCKS-Futures rise on earnings; IBM, Honeywell up"	"http://www.reuters.com/article/usMktRpt/idUSN1938914720070719"
22870	"20070719 08:09 AM EDT"	"US STOCKS-Futures rise as profits top estimates; IBM up"	"http://www.reuters.com/article/usMktRpt/idUSN1940543720070719"
23004	"20070719 07:03 AM EDT"	"US STOCKS-Futures rise before wave of earnings; IBM gains"	"http://www.reuters.com/article/usMktRpt/idUSN1920378920070719"
23068	"20070719 06:11 AM EDT"	"IBM net jumps 12 pct as revenue gains on software"	"http://www.reuters.com/article/ousiv/idUSWEN940720070719"
23713	"20160503 3:29PM UTC"	"Warren Buffett says more likely to buy IBM shares than sell: CNBC"	"http://www.reuters.com/article/us-berkshire-buffett-investment-idUSKCN0XT0RJ"
25730	"20130612 11:10AM UTC"	"Rosetta Leverages IBM Business Partner Programs, Publicis Network to Drive Global Commerce Innovation"	"http://www.reuters.com/article/2013/06/12/rosetta-ibm-partners-idUSnPNCL30822+1e0+PRN20130612"
29133	"20170505 9:36PM UTC"	"UPDATE 2-Warren Buffett says he sold a third of stake in IBM -CNBC"	"http://www.reuters.com/article/warren-buffet-ibm-stake/update-2-warren-buffett-says-he-sold-a-third-of-stake-in-ibm-cnbc-idUSL4N1I712R"
29146	"20170505 9:27PM UTC"	"CORRECTED-UPDATE 1-Warren Buffett says he sold a third of stake in IBM -CNBC"	"http://www.reuters.com/article/warren-buffet-ibm-stake/corrected-update-1-warren-buffett-says-he-sold-a-third-of-stake-in-ibm-cnbc-idUSL1N1I700O"
29156	"20170505 9:21PM UTC"	"CORRECTED-Warren Buffett says he sold a third of stake in IBM - CNBC"	"http://www.reuters.com/article/warren-buffet-ibm-stake/corrected-warren-buffett-says-he-sold-a-third-of-stake-in-ibm-cnbc-idUSL1N1I700H"
29185	"20170505 8:26PM UTC"	"BRIEF-Warren Buffett says he sold a third of his IBM stake in Q1, Q2 2017- CNBC"	"http://www.reuters.com/article/brief-warren-buffett-says-he-sold-a-thir/brief-warren-buffett-says-he-sold-a-third-of-his-ibm-stake-in-q1-q2-2017-cnbc-idUSFWN1I614E"
31690	"20071126 05:17 PM EST"	" IBM Is the Leader in Worldwide Server Revenue for Q307 According to Leading Industry Analyst Firm"	"http://www.reuters.com/article/pressRelease/idUS206145+26-Nov-2007+MW20071126"
31901	"20071126 04:13 PM EST"	" Carestream Health Selects IBM Unified Communications Software for Immediate Collaboration on Urgent Patient Cases"	"http://www.reuters.com/article/pressRelease/idUS195693+26-Nov-2007+MW20071126"
32540	"20071126 12:14 PM EST"	"BIBM Preferents Ltd - Stmt re Integration Process"	"http://www.reuters.com/article/pressRelease/idUS159216+26-Nov-2007+RNS20071126"
32618	"20071126 12:00 PM EST"	" IBM to Deploy Unified Communications Solutions for IDEA Cellular"	"http://www.reuters.com/article/pressRelease/idUS156899+26-Nov-2007+MW20071126"
33619	"20071126 09:00 AM EST"	"Axceler Expands Product Portfolio to Provide New Monitoring Software for IBM Lotus..."	"http://www.reuters.com/article/pressRelease/idUS123654+26-Nov-2007+PRN20071126"
35031	"20071126 03:59 AM EST"	"IBM shares may be cheap - Barron's"	"http://www.reuters.com/article/technology-media-telco-SP/idUSN2533523820071126"
44828	"20090128 08:48 PM EST"	"Zobrist Consulting Wins IBM Leadership Award for "Best B2C Deployment in 2008" for the Delivery of TheNorthFace.com"	"http://www.reuters.com/article/pressRelease/idUS23867+29-Jan-2009+BW20090129"
46597	"20090128 10:15 AM EST"	" IBM Signs Agreement With Whirlpool Corporation"	"http://www.reuters.com/article/pressRelease/idUS165210+28-Jan-2009+MW20090128"
47810	"20090128 06:00 AM EST"	" IBM Urges Communication Providers to Embrace Social Networking"	"http://www.reuters.com/article/pressRelease/idUS109591+28-Jan-2009+MW20090128"
48410	"20091231 4:58PM UTC"	"FACTBOX-AmEx, Microsoft, IBM propel Dow to 2009 gain"	"http://www.reuters.com/article/companyNewsAndPR/idUSN3125470420091231"
49345	"20091231 2:00AM UTC"	"REG-IBM: Doc re Form 10-Q"	"http://www.reuters.com/article/pressRelease/idUS48573+31-Dec-2009+PRN20091231"
51712	"20101216 5:17PM UTC"	"Fluor Awarded IBM Facility Management Contract"	"http://www.reuters.com/article/2010/12/16/idUS236688+16-Dec-2010+BW20101216"
53984	"20101216 9:03AM UTC"	" MOSAID and IBM Sign Patent License Agreement, Resolve Patent Litigation Suit"	"http://www.reuters.com/article/2010/12/16/idUS141280+16-Dec-2010+MW20101216"
55992	"20101216 12:01AM UTC"	"Delhi International Airport Partners with IBM to Create a Smarter Air Terminal"	"http://www.reuters.com/article/2010/12/16/idUS42862+16-Dec-2010+PRN20101216"
60243	"20120213 11:28AM UTC"	" intiGrow Sponsors IBM Pulse 2012 in Las Vegas March 3 - March 7"	"http://www.reuters.com/article/2012/02/13/idUS164339+13-Feb-2012+MW20120213"
60347	"20120213 11:07AM UTC"	"Compuware Announces APM Industry's Broadest Support for IBM WebSphere Environments With dynaTrace 4.1"	"http://www.reuters.com/article/2012/02/13/idUS158597+13-Feb-2012+GNW20120213"
60348	"20120213 11:07AM UTC"	"Compuware Announces APM Industry's Broadest Support for IBM WebSphere Environments With dynaTrace 4.1"	"http://www.reuters.com/article/2012/02/13/idUS158590+13-Feb-2012+GNW20120213"
65451	"20130809 8:00AM UTC"	"Technological Developments, Acquisitions, Capacity Expansions, and Quarterly Results Announcements - Research Report on IBM, Accenture, Xerox, ServiceNow, and FIS"	"http://www.reuters.com/article/2013/08/09/bc-investors-reports-idUSnPN8080756+180+PRN20130809"
66354	"20170321 4:47PM UTC"	"IBM launches enterprise-ready blockchain service"	"http://www.reuters.com/article/ibm-blockchain-launch-idUSL2N1GX1KT"
67535	"20170321 12:10AM UTC"	"IBM launches enterprise-ready blockchain service"	"http://www.reuters.com/article/us-ibm-blockchain-launch-idUSKBN16R07L"
67538	"20170321 12:04AM UTC"	"BRIEF-IBM, SecureKey to deliver blockchain-based digital identity network for consumers"	"http://www.reuters.com/article/brief-ibm-securekey-to-deliver-blockchai-idUSFWN1GX005"
67540	"20170321 12:01AM UTC"	"IBM launches enterprise-ready blockchain service"	"http://www.reuters.com/article/ibm-blockchain-launch-idUSL2N1GX018"
67992	"20140725 3:43PM UTC"	"IBM talks with Globalfoundries break down over price: Bloomberg "	"http://www.reuters.com/article/2014/07/25/us-ibm-globalfoundries-mergers-idUSKBN0FU24T20140725"
68004	"20140725 3:35PM UTC"	"IBM talks with Globalfoundries break down over price -Bloomberg"	"http://www.reuters.com/article/2014/07/25/ibm-globalfoundries-mergers-idUSL2N0Q01ZV20140725"
68033	"20140725 3:11PM UTC"	"Dell, BlackBerry downplay threat from Apple-IBM alliance"	"http://www.reuters.com/article/2014/07/25/us-tech-partnerships-idUSKBN0FU23320140725"
68053	"20140725 2:52PM UTC"	"Dell, BlackBerry downplay threat from Apple-IBM alliance"	"http://www.reuters.com/article/2014/07/25/tech-partnerships-idUSL2N0Q00N920140725"
68873	"20140725 9:00AM UTC"	"IDC MarketScape Names IBM a Leader in Worldwide Managed Security Services"	"http://www.reuters.com/article/2014/07/25/ny-ibm-idcmarketscape-idUSnPnc8Hllk+88+PRN20140725"
68881	"20140725 9:00AM UTC"	"Healthcare Sciences Publisher PLM and IBM Speed Access to Medical Information to Deliver Better Patient Care with Mobile"	"http://www.reuters.com/article/2014/07/25/ibm-plm-latin-america-idUSnPn37phl7+80+PRN20140725"
69160	"20140725 7:50AM UTC"	"Research and Markets: IT Market in Qatar 2014-2018: Key Vendors are Hewlett-Packard, IBM, Microsoft and Oracle"	"http://www.reuters.com/article/2014/07/25/research-and-markets-idUSnBw255292a+100+BSW20140725"
71989	"20141017 9:30AM UTC"	"The Zacks Analyst Blog Highlights: Apple, Microsoft, IBM, Google and eBay"	"http://www.reuters.com/article/2014/10/16/zacks-analyst-blog-idUSnPnzRSYz+4e+PRN20141016"
73208	"20141017 5:16AM UTC"	"BRIEF-Zhangjiagang Furui Special Equipment's unit sets up centre with IBM"	"http://www.reuters.com/article/2014/10/16/furui-se-brief-idUSL3N0SB3RJ20141016"
73592	"20141017 12:59AM UTC"	"IBM and PRO BTP Use Analytics to Fight Healthcare Insurance Fraud and Abuse"	"http://www.reuters.com/article/2014/10/16/ny-ibm-pro-btp-idUSnPnnCRDC+4f+PRN20141016"
76086	"20110222 10:06PM UTC"	"Silver Sponsor and Participant, Trianz Seeks to Augment Integrated Service Management Solutions at the IBM Pulse 2011"	"http://www.reuters.com/article/2011/02/23/idUS34829+23-Feb-2011+PRN20110223"
76698	"20110222 4:17PM UTC"	"Zobrist Consulting Wins 2011 IBM Beacon Award for Best Industry Solution for Retail"	"http://www.reuters.com/article/2011/02/22/idUS239034+22-Feb-2011+BW20110222"
78188	"20110222 10:43AM UTC"	" Cincom Systems Wins 2011 IBM Beacon Award for Best Industry Solution for Banking"	"http://www.reuters.com/article/2011/02/22/idUS173268+22-Feb-2011+MW20110222"
78371	"20110222 10:15AM UTC"	"MarketShare Accelerates Global Expansion with Seasoned Executives from IBM and Yahoo! Japan"	"http://www.reuters.com/article/2011/02/22/idUS167097+22-Feb-2011+BW20110222"
78627	"20110222 9:48AM UTC"	"Indra's DaVinci System Receives IBM Beacon Award for the Best Industry Solution in Travel and Transportation"	"http://www.reuters.com/article/2011/02/22/idUS160675+22-Feb-2011+PRN20110222"
79020	"20110222 9:00AM UTC"	"UNC Health Care and IBM Announce Nation's Latest Major Health Information Exchange"	"http://www.reuters.com/article/2011/02/22/idUS147568+22-Feb-2011+PRN20110222"
79342	"20110222 8:29AM UTC"	"Agilysys Wins 2011 Beacon Awards for Outstanding IBM Power Systems Solution and Outstanding Virtualization and Consolidation Solutions"	"http://www.reuters.com/article/2011/02/22/idUS140314+22-Feb-2011+PRN20110222"
79453	"20110222 8:05AM UTC"	"edge IPK Selected to Join IBM`s Insurance Industry Framework"	"http://www.reuters.com/article/2011/02/22/idUS134749+22-Feb-2011+BW20110222"
82582	"20100407 5:30PM UTC"	"Fluor Secures IBM Facilities Management Contract"	"http://www.reuters.com/article/pressRelease/idUS220535+07-Apr-2010+BW20100407"
82837	"20100407 4:00PM UTC"	"IBM responds to Oracle's Exadata with new systems"	"http://www.reuters.com/article/idgSmallBusiness/idUS300649197720100407"
84782	"20100407 5:00AM UTC"	"IBM wins 5-year Finnish Alko IT outsourcing deal"	"http://www.reuters.com/article/CMPTRS/idUSLDE6360DJ20100407"
86358	"20090624 06:38 PM EDT"	"KAUST's IBM Supercomputer is Middle East's Fastest and Most Powerful System"	"http://www.reuters.com/article/pressRelease/idUS208747+24-Jun-2009+PRN20090624"
87610	"20090624 11:01 AM EDT"	"Zend Solution Included in IBM Smart Business"	"http://www.reuters.com/article/pressRelease/idUS142743+24-Jun-2009+BW20090624"
87764	"20090624 10:14 AM EDT"	"/C O R R E C T I O N -- IBM/"	"http://www.reuters.com/article/pressRelease/idUS134280+24-Jun-2009+PRN20090624"
88146	"20090624 09:01 AM EDT"	"Made in IBM Labs: Secure, 3D Meeting Service Now Available with Lotus Sametime"	"http://www.reuters.com/article/pressRelease/idUS117977+24-Jun-2009+PRN20090624"
88173	"20090624 09:00 AM EDT"	"Video: IBM Offers Smarter City Assessment Tool to Help Cities Prepare for Challenges..."	"http://www.reuters.com/article/pressRelease/idUS117771+24-Jun-2009+PRN20090624"
89004	"20090624 05:37 AM EDT"	"IBM names new M&A chief after losing chief to Dell"	"http://www.reuters.com/article/ousivMolt/idUSTRE55N09A20090624"
89327	"20090624 12:01 AM EDT"	"Less Than 20% of Consumers Trust Food They Buy Is Safe and Healthy, IBM Survey Reveals"	"http://www.reuters.com/article/pressRelease/idUS35547+24-Jun-2009+PRN20090624"
90169	"20101006 2:41PM UTC"	"Nuance and IBM Collaborate on Breakthrough Clinical Language Understanding Capabilities for Healthcare"	"http://www.reuters.com/article/2010/10/06/idUS187960+06-Oct-2010+BW20101006"
92290	"20101006 8:31AM UTC"	" Protegrity Selected as Sole Validated Enterprise Data Security Solution Within IBM Retail Industry Framework"	"http://www.reuters.com/article/2010/10/06/idUS120921+06-Oct-2010+MW20101006"
92558	"20101006 8:00AM UTC"	"ApacheCon Announces Keynote Presentations by Thought Leaders Dana Blankenhorn of ZDNet, Daniel Crichton of NASA Jet Propulsion Laboratory, and Bob Sutor of IBM Corporation"	"http://www.reuters.com/article/2010/10/06/idUS111504+06-Oct-2010+PRN20101006"
92577	"20101006 8:00AM UTC"	"IBM Completes Acquisition of Unica Corporation"	"http://www.reuters.com/article/2010/10/06/idUS111212+06-Oct-2010+PRN20101006"
92590	"20101006 8:00AM UTC"	"IBM Collaborates on New Wind Energy Technologies"	"http://www.reuters.com/article/2010/10/06/idUS111097+06-Oct-2010+PRN20101006"
96347	"20070629 01:51 PM EDT"	"Computing could save us from death by data: IBM exec"	"http://www.reuters.com/article/reutersEdge/idUSL2993052020070629"
97351	"20100503 6:36PM UTC"	"IBM buys data-integration vendor Cast Iron"	"http://www.reuters.com/article/idgSmallBusiness/idUS103519541920100503"
97874	"20100503 3:32PM UTC"	" Hubspan Awarded "Best of Show" at IBM Impact 2010"	"http://www.reuters.com/article/pressRelease/idUS180708+03-May-2010+MW20100503"
97911	"20100503 3:17PM UTC"	"Perficient Wins IBM`s Smarter Decision Management Award at Impact 2010"	"http://www.reuters.com/article/pressRelease/idUS178265+03-May-2010+BW20100503"
98161	"20100503 1:37PM UTC"	"IBM buys cloud computing software firm Cast Iron"	"http://www.reuters.com/article/internetNews/idUSTRE64234E20100503"
98164	"20100503 1:36PM UTC"	"UPDATE 3-IBM buys cloud computing software firm Cast Iron"	"http://www.reuters.com/article/mnaNewsTechMediaTelco/idUSN0320637320100503"
99242	"20100503 8:00AM UTC"	" Prolifics Wins IBM'S 2010 Outstanding Business Process Management Solution Award"	"http://www.reuters.com/article/pressRelease/idUS97485+03-May-2010+MW20100503"
99306	"20100503 8:00AM UTC"	"Dr. Kristof Kloeckner of IBM to Deliver Partner Keynote at 2010 Red Hat Summit"	"http://www.reuters.com/article/pressRelease/idUS96918+03-May-2010+BW20100503"
99442	"20100503 7:00AM UTC"	"BrightStar Partners/BSP Software Releases Integrated Control Suite 2.0, Delivering the Only Governance, Risk and Compliance Solution Designed to Lower IBM Cognos Customers` Total Cost of Ownership"	"http://www.reuters.com/article/pressRelease/idUS85753+03-May-2010+BW20100503"
103811	"20110204 4:10PM UTC"	"The Zacks Analyst Blog Highlights: BMC Software, IBM, Hewlett-Packard Company, EMC Corp. and CA Inc."	"http://www.reuters.com/article/2011/02/04/idUS193583+04-Feb-2011+PRN20110204"
104127	"20110204 2:00PM UTC"	"Salesforce picks up IBM enterprise sales veteran Jeff Lautenbach"	"http://www.reuters.com/article/2011/02/04/idUS412970697420110204"
110371	"20111214 6:38AM UTC"	"EU accepts IBM antitrust concessions, ends probe"	"http://www.reuters.com/article/2011/12/14/us-eu-ibm-antitrust-idUSTRE7BD0OO20111214"
110377	"20111214 6:36AM UTC"	"UPDATE 1-EU accepts IBM antitrust concessions, ends probe"	"http://www.reuters.com/article/2011/12/14/eu-ibm-antitrust-idUSL6E7NE2AY20111214"
110593	"20111214 5:45AM UTC"	"EU accepts IBM antitrust concessions, ends probe"	"http://www.reuters.com/article/2011/12/14/eu-ibm-antitrust-idUSL5E7N72TL20111214"
115068	"20120911 9:58AM UTC"	"Knight hires IBM to review August trading glitch"	"http://www.reuters.com/article/2012/09/11/us-knight-ceo-idUSBRE88A0PB20120911"
115464	"20120911 9:01AM UTC"	"Knight hires IBM as consultant to look into trading glitch"	"http://www.reuters.com/article/2012/09/11/knight-ceo-idUSL1E8KB3DU20120911"
115953	"20120911 8:00AM UTC"	"IBM Cloud Streamlines Global Engineering Projects for Toyota Boshoku"	"http://www.reuters.com/article/2012/09/11/idUS107252+11-Sep-2012+PRN20120911"
119478	"20131104 4:36PM UTC"	"In patent showdown, IBM's arsenal dwarfs Twitter's"	"http://www.reuters.com/article/2013/11/04/us-twitter-patents-idUSBRE9A30ZW20131104"
119540	"20131104 4:24PM UTC"	"In patent showdown, IBM's arsenal dwarfs Twitter's"	"http://www.reuters.com/article/2013/11/04/twitter-patents-idUSL2N0IP1H120131104"
120007	"20131104 2:04PM UTC"	"Memorial Healthcare System Taps IBM to Prevent Vendor Fraud, Reduce Operating Costs"	"http://www.reuters.com/article/2013/11/04/nv-memorial-taps-ibm-idUSnPnNY3G4vZ+169+PRN20131104"
120050	"20131104 1:50PM UTC"	"IBM Big Data and Analytics Translates into Big Hotel Room Bookings for Denihan Hospitality Group"	"http://www.reuters.com/article/2013/11/04/ny-ibm-denihan-collab-idUSnPnNY3FVtY+16d+PRN20131104"
120163	"20131104 1:15PM UTC"	"IBM Expands Big Data Portfolio with New Predictive Intelligence Software"	"http://www.reuters.com/article/2013/11/04/nv-ibm-big-data-idUSnPnNY3Fxth+168+PRN20131104"
121489	"20131104 8:30AM UTC"	"Polycom to Demonstrate Video Collaboration Solutions at IBM Information On Demand 2013, Booth #514G"	"http://www.reuters.com/article/2013/11/04/ca-polycom-idUSnBw045466a+100+BSW20131104"
121682	"20131104 8:00AM UTC"	"IGC Updates Brava! for IBM Content Navigator"	"http://www.reuters.com/article/2013/11/04/idUSnMKWlszcfa+1c0+MKW20131104"
121716	"20131104 8:00AM UTC"	"Talend Platform for Big Data Certified on IBM InfoSphere BigInsights and IBM PureData System for Hadoop"	"http://www.reuters.com/article/2013/11/04/nv-talend-idUSnBw045172a+100+BSW20131104"
124467	"20090722 10:30 AM EDT"	"Bank of Beirut (UK) Ltd Expands Data Recovery Provisions With IBM"	"http://www.reuters.com/article/pressRelease/idUS149666+22-Jul-2009+PRN20090722"
124610	"20090722 10:00 AM EDT"	"IBM Helps Clients Create Smarter Procurement Processes"	"http://www.reuters.com/article/pressRelease/idUS143219+22-Jul-2009+PRN20090722"
125276	"20090722 08:00 AM EDT"	"IBM to Join Forces with Non-Profit to Help Returning Vets from Iraq & Afghanistan..."	"http://www.reuters.com/article/pressRelease/idUS114711+22-Jul-2009+PRN20090722"
126122	"20090722 12:34 AM EDT"	"IBM boosts Juniper pact, plays down Cisco rivalry"	"http://www.reuters.com/article/americasDealsNews/idUSTRE56L0V420090722"
126140	"20090722 12:05 AM EDT"	"Juniper Networks and IBM Expand Relationship With OEM Agreement to Advance the Economics of Networking"	"http://www.reuters.com/article/pressRelease/idUS39236+22-Jul-2009+BW20090722"
126148	"20090722 12:01 AM EDT"	"IBM Announces Agreements with Leading Network Companies to Support Increasingly Interconnected..."	"http://www.reuters.com/article/pressRelease/idUS38868+22-Jul-2009+PRN20090722"
126155	"20090722 12:00 AM EDT"	"IBM boosts Juniper pact, plays down Cisco rivalry"	"http://www.reuters.com/article/rbssComputerHardware/idUSN2124139920090722"
127808	"20150305 2:32PM UTC"	"SHAREHOLDER ALERT: Pomerantz Law Firm Announces the Filing of a Class Action Against International Business Machines Corporation and Certain Officers -- IBM"	"http://www.reuters.com/article/2015/03/04/idUSnGNX5WQWMs+1de+GNW20150304"
129094	"20150305 9:00AM UTC"	"Mobileum Integrates CEM Solutions with IBM Now Factory"	"http://www.reuters.com/article/2015/03/04/bc-mobile-world-congress-idUSnPn73pxHP+83+PRN20150304"
129646	"20150305 7:52AM UTC"	"IBM Acquires AlchemyAPI, Enhancing Watson's Deep Learning Capabilities"	"http://www.reuters.com/article/2015/03/04/ibmalchemyapi-acquire-idUSnPnbfm8qG+81+PRN20150304"
129689	"20150305 7:31AM UTC"	"IBM buys AlchemyAPI to boost Watson computing unit"	"http://www.reuters.com/article/2015/03/04/us-ibm-alchemy-idUSKBN0M019W20150304"
129712	"20150305 7:30AM UTC"	"IBM buys AlchemyAPI to boost Watson computing unit"	"http://www.reuters.com/article/2015/03/04/ibm-alchemy-idUSL1N0W601420150304"
130115	"20150305 5:17AM UTC"	"Research and Markets: IBM and Apple Partnership - Sparking a Revolution in the Enterprise App Market"	"http://www.reuters.com/article/2015/03/04/research-and-markets-idUSnBw045311a+100+BSW20150304"
133621	"20160511 6:41AM UTC"	"BRIEF-IBM plans to collaborate with 8 universities to expand security data"	"http://www.reuters.com/article/idUSFWN1870N0"
136904	"20090325 06:48 PM EDT"	"UPDATE 2-IBM to cut 5,000 jobs in U.S. - sources"	"http://www.reuters.com/article/rbssITServicesConsulting/idUSN2532180520090325"
136940	"20090325 06:26 PM EDT"	"IBM to cut 5,000 jobs in U.S."	"http://www.reuters.com/article/ousivMolt/idUSTRE52O6BV20090325"
137162	"20090325 04:41 PM EDT"	"CORRECTED - UPDATE 1-IBM to cut 5,000 jobs in U.S. - sources"	"http://www.reuters.com/article/rbssComputerHardware/idUSN2544205520090325"
137208	"20090325 04:25 PM EDT"	"Intel's Otellini: IBM likely to buy bargain Sun"	"http://www.reuters.com/article/americasPrivateEquityNews/idUSTRE52O6P420090325"
137216	"20090325 04:23 PM EDT"	"Intel's Otellini: IBM likely to buy bargain Sun"	"http://www.reuters.com/article/rbssCommunicationsEquipment/idUSN2539870520090325"
137436	"20090325 03:27 PM EDT"	"IBM to cut 5,000 jobs in U.S.--sources"	"http://www.reuters.com/article/rbssITServicesConsulting/idUSWEN647920090325"
137440	"20090325 03:26 PM EDT"	"IBM to cut 5,000 jobs in U.S.--sources"	"http://www.reuters.com/article/rbssTechMediaTelecomNews/idUSN2543815320090325"
137891	"20090325 01:01 PM EDT"	"Devon IT, IBM and VMware to Host "Smarter Desktop" Virtualization Event in New York"	"http://www.reuters.com/article/pressRelease/idUS173709+25-Mar-2009+BW20090325"
138703	"20090325 09:33 AM EDT"	" Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China"	"http://www.reuters.com/article/pressRelease/idUS134830+25-Mar-2009+MW20090325"
138714	"20090325 09:31 AM EDT"	" Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China"	"http://www.reuters.com/article/pressRelease/idUS134354+25-Mar-2009+MW20090325"
142302	"20130214 9:03AM UTC"	"Webcast Alert: IBM and RainStor to Optimize Big Data on Hadoop"	"http://www.reuters.com/article/2013/02/14/idUSnMKW85079a+1c0+MKW20130214"
