"Indra's DaVinci System Receives IBM Beacon Award for the Best Industry Solution in Travel and Transportation",
"UNC Health Care and IBM Announce Nation's Latest Major Health Information Exchange",1
"Agilysys Wins 2011 Beacon Awards for Outstanding IBM Power Systems Solution and Outstanding Virtualization and Consolidation Solutions",
"edge IPK Selected to Join IBM`s Insurance Industry Framework",1
"Fluor Secures IBM Facilities Management Contract",
"IBM responds to Oracle's Exadata with new systems",1
"IBM wins 5-year Finnish Alko IT outsourcing deal",1
"KAUST's IBM Supercomputer is Middle East's Fastest and Most Powerful System",1
"Zend Solution Included in IBM Smart Business",1
"/C O R R E C T I O N -- IBM/",
"Made in IBM Labs: Secure, 3D Meeting Service Now Available with Lotus Sametime",1
"Video: IBM Offers Smarter City Assessment Tool to Help Cities Prepare for Challenges...",1
"IBM names new M&A chief after losing chief to Dell",
"Less Than 20% of Consumers Trust Food They Buy Is Safe and Healthy, IBM Survey Reveals",
"Nuance and IBM Collaborate on Breakthrough Clinical Language Understanding Capabilities for Healthcare",1
"Protegrity Selected as Sole Validated Enterprise Data Security Solution Within IBM Retail Industry Framework",0
"ApacheCon Announces Keynote Presentations by Thought Leaders Dana Blankenhorn of ZDNet, Daniel Crichton of NASA Jet Propulsion Laboratory, and Bob Sutor of IBM Corporation",0
"IBM Completes Acquisition of Unica Corporation",1
"IBM Collaborates on New Wind Energy Technologies",1
"Computing could save us from death by data: IBM exec",
"IBM buys data-integration vendor Cast Iron",1
"Hubspan Awarded",
"Perficient Wins IBM`s Smarter Decision Management Award at Impact 2010",
"IBM buys cloud computing software firm Cast Iron",1
"UPDATE 3-IBM buys cloud computing software firm Cast Iron",1
"Prolifics Wins IBM'S 2010 Outstanding Business Process Management Solution Award",
"Dr. Kristof Kloeckner of IBM to Deliver Partner Keynote at 2010 Red Hat Summit",
"BrightStar Partners/BSP Software Releases Integrated Control Suite 2.0, Delivering the Only Governance, Risk and Compliance Solution Designed to Lower IBM Cognos Customers` Total Cost of Ownership",
"The Zacks Analyst Blog Highlights: BMC Software, IBM, Hewlett-Packard Company, EMC Corp. and CA Inc.",
"Salesforce picks up IBM enterprise sales veteran Jeff Lautenbach",
"EU accepts IBM antitrust concessions, ends probe",1
"UPDATE 1-EU accepts IBM antitrust concessions, ends probe",1
"EU accepts IBM antitrust concessions, ends probe",1
"Knight hires IBM to review August trading glitch",1
"Knight hires IBM as consultant to look into trading glitch",1
"IBM Cloud Streamlines Global Engineering Projects for Toyota Boshoku",1
"In patent showdown, IBM's arsenal dwarfs Twitter's",1
"In patent showdown, IBM's arsenal dwarfs Twitter's",1
"Memorial Healthcare System Taps IBM to Prevent Vendor Fraud, Reduce Operating Costs",1
"IBM Big Data and Analytics Translates into Big Hotel Room Bookings for Denihan Hospitality Group",1
"IBM Expands Big Data Portfolio with New Predictive Intelligence Software",1
"Polycom to Demonstrate Video Collaboration Solutions at IBM Information On Demand 2013, Booth #514G",
"IGC Updates Brava! for IBM Content Navigator",
"Talend Platform for Big Data Certified on IBM InfoSphere BigInsights and IBM PureData System for Hadoop",
"Bank of Beirut (UK) Ltd Expands Data Recovery Provisions With IBM",1
"IBM Helps Clients Create Smarter Procurement Processes",1
"IBM to Join Forces with Non-Profit to Help Returning Vets from Iraq & Afghanistan...",1
"IBM boosts Juniper pact, plays down Cisco rivalry",1
"Juniper Networks and IBM Expand Relationship With OEM Agreement to Advance the Economics of Networking",1
"IBM Announces Agreements with Leading Network Companies to Support Increasingly Interconnected...",1
"IBM boosts Juniper pact, plays down Cisco rivalry",1
"SHAREHOLDER ALERT: Pomerantz Law Firm Announces the Filing of a Class Action Against International Business Machines Corporation and Certain Officers -- IBM",-1
"Mobileum Integrates CEM Solutions with IBM Now Factory",
"IBM Acquires AlchemyAPI, Enhancing Watson's Deep Learning Capabilities",1
"IBM buys AlchemyAPI to boost Watson computing unit",1
"IBM buys AlchemyAPI to boost Watson computing unit",1
"Research and Markets: IBM and Apple Partnership - Sparking a Revolution in the Enterprise App Market",1
"BRIEF-IBM plans to collaborate with 8 universities to expand security data",1
"UPDATE 2-IBM to cut 5,000 jobs in U.S. - sources",-1
"IBM to cut 5,000 jobs in U.S.",-1
"CORRECTED - UPDATE 1-IBM to cut 5,000 jobs in U.S. - sources",-1
"Intel's Otellini: IBM likely to buy bargain Sun",1
"Intel's Otellini: IBM likely to buy bargain Sun",1
"IBM to cut 5,000 jobs in U.S.--sources",-1
"IBM to cut 5,000 jobs in U.S.--sources",-1
"Devon IT, IBM and VMware to Host",
"Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China",1
"Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China",1
"Webcast Alert: IBM and RainStor to Optimize Big Data on Hadoop",1
"QuintessenceLabs in Top Three Companies Recognized at IBM's SmartCamp Global Finals",
"Breakingviews: IBM brain teaser",
"Fujitsu to Demonstrate PalmSecure Biometric Authentication Technology at IBM Pulse 2010",
"Daehan Steel Selects IBM for Business Transformation Initiative",1
"Storwize and IBM to Host Webcast on Real-time Data Compression",1
"IBM Acquires Intelliden Inc.",1
"Kwikwork Business Process Framework for IBM Filenet P8 Now Integrates With Microsoft, Lawson, and Informative Graphics",0
"IBM Business Analytics Reduces Customer Churn and Drives Revenue for Communications Service Providers",1
"IBM Adopts JCB Partners Retail Pathways for Their Industry Frameworks Model",
"The Government of Lithuania and IBM Announce Research Partnership",1
"PHOTO ADVISORY -- IBM and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration",1
"UPDATE 1-IBM to manage IT for Bharti Africa operations",1
"IBM to manage IT for Bharti Africa ops",1
"IBM and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration",1
"Bharti Airtel and IBM Join Forces to Transform Emerging African Mobile Communications Market and Fuel Economic Development Across the Continent",1
"Orient & Commercial Bank Uses IBM Analytics to Accelerate Move Into Retail Banking",1
"IBM Smarter Cities Software To Play A Key Role In The Creation Of Minnesota's Health Insurance Exchange",1
"WANdisco Welcomes Two IBM Veterans to Its Sales Organization",
"IBM Expands Operations in Brazil with Three New Branches",1
"IBM Opens Three New Branches in ASEAN",1
"Zipcar, Symantec and IBM Executives to Keynote Day One of MobileCON™",
"Managed Service Providers in Key Markets Adopting IBM PureSystems to Grow Business",1
"Crossroads' ReadVerify Appliance to Support IBM LTO-6 Tape Drives",
"Sand 9 Selects IBM as IC Foundry for Precision MEMS Timing Products",1
"AT&T and IBM Create Breakthrough Global Cloud Service for Businesses",1
"IBM Expands PureSystems Family to Help Clients Tame Big Data",1
"IBM Fellow Stuart Parkin Wins IUPAP Magnetism Award and Neel Medal",
"ARM, Chartered, IBM, Samsung, and Synopsys Collaborate to Deliver Vertically Optimized...",1
"Nuance and IBM to Develop, Market and Deliver Speech Solutions for Ten Industries",1
"IBM Offers Midsize Companies Data Protection Package at Introductory Price",1
"IBM announces US$ 17 million investment in new Cloud Datacenter",1
"Red Hat and IBM Achieve Top Security Certification for KVM Hypervisor on Red Hat Enterprise Linux and IBM Servers",1
"Research and Markets: Global Digital Asset Management 2015 Report - Cognizant, EMC, HP, IBM, and Oracle Dominate the Market",
"Emulex 8Gb/s HBAs Selected for IBM Power Servers",
"New IBM Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments",1
"New IBM Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments",1
"UPDATE 1-IBM reaches settlement with SEC on Dollar General",1
"IBM says reaches settlement with SEC",1
"Cisco, IBM and others team up on new technology project",1
"Report: IBM Named Marketshare Leader in Application Infrastructure and Middleware Software for 12 Consecutive Years",1
"IBM To Open Cloud Lab For Wall Street Clients",1
"IBM sees future in Second Life, Web worlds",1
"UPDATE 4-IBM earnings rise on services but margin narrows",0
"IBM 3rd-quarter earnings rise",1
"IBM says financial services slowdown hurt Q3 growth",-1
"IBM 3rd-quarter earnings rise",1
"UPDATE 3-IBM 3rd-quarter earnings rise;profit margin narrows",
"CORRECTED - UPDATE 2-IBM third-quarter earnings rise; profit margin narrows",
"IBM, Intel post higher quarterly earnings",1
"STOCKS NEWS US-After the Bell-IBM shares fall after results",-1
"IBM sees Sept slowdown with financial customers",-1
"IBM shares fall after results",-1
"IBM reports EPS in-line, revs in-line",1
"Stock Market Update - Tue Oct 16 09:30:39 EDT 2007",
"IBM Validates ClearOne CHAT 150 and CHAT 50 USB Speakerphones for Sametime Unified Telephony",
"IBM Watson Goes to School to Engage Next Generation of Innovators",1
"A Measured Approach to Going Green... IBM",1
"IBM Software Supports Shared Health's Mission to Improve Patient Care Through Better Access to Healthcare Data",1
"New IBM Software Eases Data Integration and Master Data Management Challenges",1
"IBM purchase of France's Ilog get US antitrust OK",1
"FUJIFILM Technology Supports Three-Terabyte Capacity in New IBM Drive",1
"Seven Summits Research Releases Alerts on IBM, RIG, MOT, CME, and ADSK",-1
"IBM Gives Voice to the Stories and Lives of Alaskans",1
"IBM Gives Voice to the Stories and Lives of Alaskans",1
"Made in IBM Labs: IBM Research Unleashes Powerful Speech Software",1
"Conformia Integrates SOA-Based Product/Process Lifecycle Management Into IBM Platform for Pharmaceutical Development",
"IBM Builds World's Smallest SRAM Memory Cell",1
"Two IBM discoveries add promise for nano-computing",1
"Two IBM discoveries add promise for nano-computing",1
"Infineon, IBM to sell Altis",
"IBM to buy analytics company for $1.2 billion",1
"UPDATE 5-IBM to buy analytics company SPSS for $1.2 bln",1
"UPDATE 1-IBM sees double-digit growth in analytics biz",1
"IBM Extends Strategic IT Services Relationship With American Express",1
"REG-Intnl Bus. Mach IBM Board Approves Regular Quarterly Cash Dividend",1
"IBM Board Approves Regular Quarterly Cash Dividend",1
"IBM Smart Analytics System To Bring the Power of Analytics to Clients in Just Days",1
"SPSS jumps after IBM buyout",1
"IBM Acquires Ounce Labs, Inc.",1
"SPSS to Hold Conference Call To Discuss Acquisition by IBM",1
"IBM to Acquire SPSS Inc. to Provide Clients Predictive Analytics Capabilities",1
"Ministry of Defence and IBM enter 5-Year, 23 Million Pounds Sterling Agreement to...",1
"Lenovo to buy IBM's low-end server unit for $2.3 billion",-1
"Lenovo Group shares jump more than 8 percent after IBM server deal",-1
"Lenovo Group shares jump more than 8 percent after IBM server deal",-1
"Lenovo to buy IBM's low-end server unit for $2.3 billion",-1
"UPDATE 4-Lenovo to buy IBM's low-end server unit for $2.3 bln",-1
"CORRECTED-UPDATE 3-Lenovo to buy IBM's low-end server unit for $2.3 bln",-1
"ZL Technologies to Showcase New Product Version at IBM(R) Connect 2014",
"CORRECTED-UPDATE 1-Lenovo to buy IBM's low-end server business in China's biggest tech M&A",-1
"Lenovo buys IBM's server business in China's biggest IT acquisition",-1
"REG-Intnl Bus. Mach Lenovo Plans to Acquire IBM's x86 Server Business",-1
"Lenovo Plans to Acquire IBM's x86 Server Business<0992.HK>",-1
"IBM first-quarter margins miss estimates, shares fall",-1
"UPDATE 3-IBM first-quarter margins miss estimates, shares fall",-1
"BRIEF-IBM Reports Q1 GAAP Earnings Per Share $1.81 From Continuing Operations",
"IBM reports 5 pct rise in quarterly revenue",1
"BRIEF-Fortinet Says Collaborated With IBM On New IBM X-Force Threat Management Services",1
"Giant Eagle Migrates IT Infrastructure to IBM Cloud for New Flexible Enterprise",1
"Research and Markets: What's News? IBM Acquires SPSS - Anatomy of the Fitment",1
"IBM buys InfoDyne to boost financial data business",1
"2,000 Year-Old Programmer Discovers ''Magic'' Bar Code Software for the IBM System...",
"IBM Acquires InfoDyne to Create World-Class Platform for Market Data Delivery",1
"Infragistics Announces TestAdvantage(TM) for Windows(R) Forms (for IBM Rational Functional...",
"UPDATE 1-IBM raises quarterly cash dividend by 25 pct",1
"IBM raises quarterly cash dividend by 25 pct",1
"REG-Intnl Bus. Mach IBM Board Approves 25 Percent Increase in Quarterly Cash Dividend",1
"IBM Board Approves 25 Percent Increase in Quarterly Cash Dividend",1
"IBM Honours Torex Sales Performance with Partner Award",
"Toppan Printing Enters into New Photomask Process Development Agreement with IBM",1
"Dansk Supermarked and IBM Announce Extensions to Services Contracts",1
"IBM Extends Outsourcing Services Agreement",1
"Ericsson extends deal to outsource IT ops to IBM",1
"Ericsson in new contract with IBM for outsourcing internal IT operations",1
"IBM Awarded 'Smart Tolling' Project by Queensland Government",1
"Nexaweb Offers Plug-In Ajax & RIA Tooling for IBM Rational Application Developer, SAP NetWeaver Developer Studio, and",
"Serena Dimensions Runs 60 Times Faster Than IBM Rational ClearCase",-1
"Lawson M3 7.1 Enterprise Management System Now Available on IBM AIX",
"Mariinsky Theatre Spurs Digital Transformation with IBM Cloud",1
"IBM Scientists Achieve Critical Steps to Building First Practical Quantum Computer",1
"Zacks Analyst Blog Highlights: Avnet, Inc., Hewlett Packard, IBM, Cisco and Sun",
"REG-Intnl Bus. Mach IBM Announces Expiration of Debt Exchange Offers",
"IBM Announces Expiration of Debt Exchange Offers",
"IBM Helps Companies Monitor Data Center 'Health' with New Cloud Service",1
"Computer Guidance Expands Relationship with IBM for Advanced Business Intelligence",1
"Amdocs Benchmark on IBM Servers and Storage Achieves Superior Performance for Prepaid Charging",
"IBM offers hosted Tivoli monitoring for the midmarket",1
"A.P. Moller - Maersk A/S Extends Major Contract With IBM",1
"Maersk extends IBM data services deal to 2014",1
"IBM launches enhanced mobile services offering",1
"Dutch City Region of Eindhoven Works with IBM and NXP to Improve Traffic Flow and Road Safety",1
"Daegu Health College Uses IBM MobileFirst Solutions to Meet Students' Mobile Lifestyle",1
"AT&T and IBM Transform the App Experience with IBM MobileFirst",0
"IBM MobileFirst Helps Organizations Strengthen App Security",1
"IBM launches enhanced mobile services offering",1
"IBM Acquires Gravitant to Boost Hybrid Cloud and Enterprise Services",1
"IBM Study: C-suite Executives See",
"McObject & IBM Set New Records for Speed & Stability in STAC-M3 Benchmark for Capital Markets",1
"McObject & IBM Set New Records for Speed & Stability in STAC-M3 Benchmark for Capital Markets",1
"IBM Serves Up an Ace Fan Experience with Innovative Technology at The Championships, Wimbledon 2014",1
"IBM, SAS, SAP, and Angoss Take Lead in Emerging Advanced Analytics Market",1
"Report: IBM Leads Flash Storage System Market as Customers Look for Faster Access to Big Data Insights",1
"Spuul Selects Aspera, an IBM Company, to Speed the Transfer of Big Data",1
"BRIEF-Kaifa Tech says strategic partner IBM wins smart meter contract worth 40.5 mln euros",1
"IBM collaboration harnesses power of Big Data to help manage complex watersheds",1
"Arrow ECS Launches Skill Builder for IBM Resellers",
"ExaGrid Announces Expanded Backup Support with Addition of Veeam and IBM AS400",
"Exclusive: HP sought two IBM execs in CEO hunt: sources",
"PKWARE(R) Announces Latest Release of PKZIP(R) and SecureZIP(R) for IBM(R) z/OS(R)",
"IBM FileNet P8 Customers With WebSphere Portal Can Now Leverage KwikWork Business Process Framework to Increase",
"Rosetta Builds on Commerce Momentum as Platinum Sponsor at IBM Smarter Commerce Global Summit",
"IBM Analytics Help Arad Group Manage Big Data for Water Meter Solutions",1
"IBM Interactive Named a Leader in Gartner Evaluation of Global Digital Marketing Agencies",1
"Allianz concludes IT operations service agreement with IBM for data centers operation support",1
"Research and Markets: Global SMB Spending on Data Centers Market 2014-2018: Dell Inc., EMC Corp., Emerson Network Power Inc., Hewlett-Packard Co., IBM Corp., Juniper Networks Inc. and NEC Corp",
"Business Partnerships, Portfolio Expansions, Successful Deployments, New Applications and Service Contracts - Research Report on IBM, Rackspace, NCR, ServiceNow, and Unisys",
"Research and Markets: Global Advanced Analytics Market Report 2013: SAS Institute Inc., IBM Corp., Microsoft Corp., and KXEN Inc Dominate",
"Thermax Ltd Chooses IBM PureSystems and SmartCloud over Cisco and Dell",1
"The Zacks Analyst Blog Highlights:Dell, AT&T, Verizon Communications, IBM and Microsoft",
"CA Technologies Provides Same Day Support for IBM Enterprise COBOL for z/OS, V5.1",
"IBM Business Partner BSP Software Strengthens Offerings with Apparo Group Partnership",
"IBM uncovers new, sophisticated bank transfer cyber scam",1
"Exclusive: IBM hired advisers to deal with restless investors - sources",
"IBM uncovers new, sophisticated bank transfer cyber scam",1
"IBM and China Telecom Partner to Accelerate Mobile Enterprise Adoption in China<0728.HK>",1
"IBM forges mobile app partnership with China Telecom",1
"IBM Rolls Out Social Messaging Software for a New Way to Work",1
"IBM forges mobile app partnership with China Telecom",1
"Ketchum and IBM Win Best Public Relations Campaign of 2011",1
"Prolifics and Arsin Head to IBM Innovate 2012",
"IBM Serves a Private Cloud for the 2012 French Open",1
"Recology Teams with IBM in Quest to Help San Francisco Become First City in North America to Achieve Zero Waste",1
"Micro Strategies to Host IBM Power® Roadshow for IT Management Personnel in the Philadelphia-Area",
"Vision Solutions iTERA Availability 6.1 Delivers Improved Business Continuity for IBM i",
"IBM Partners with Signet Jewelers on Digital Makeover to Boost Customer Experience, Online Sales",1
"CohesiveFT Unveils OS Catalog for Users to Automate Image Deployment to IBM SCE, AWS, and Other Public Clouds",
"Made in IBM Labs: IBM Lights Up Silicon Chips to Tackle Big Data",1
"IBM revenue beats estimates as shift to cloud pays off",1
"UPDATE 2-IBM revenue beats estimates as shift to cloud pays off",1
"BRIEF-IBM qtrly GAAP earnings per share of $2.61",1
"IBM quarterly revenue falls 2.8 pct",-1
"Research and Markets: Big Data Market in Europe 2012-2016, with IBM, HP, Teradata and SAP AG Dominating the Industry",
"Research and Markets: Global Storage Market to 2016: Dell, EMC, HP, IBM, NetApp & Symantec Dominate the Industry",
"New Issue-IBM prices dual tranche deal",
"Research and Markets: Global Digital Marketing Software Market to 2016: IBM, Microsoft, Oracle & SAP Dominate the Industry",1
"Tasktop's Dave West To Outline How ALM Integration Connects The Entire Software Delivery Lifecycle At IBM Innovate 2013",
"ABC Capital Selects IBM PureSystems over Oracle, Dell and HP",1
"Datawatch Unveils Support For IBM's TM1 In-Memory Database At Information On Demand Conference",1
"CrowdTwist Announces Partnerships With VivaKi, Acxiom and IBM",1
"IBM And Datawatch Transform Enterprise Content Management Systems Into Big Data Analytics",1
"IBM, City of Fort Lauderdale Collaborate to Bolster Anti-Crime Resources",1
"Rosen Law Firm Announces Investigation of Kenexa Corp. in Connection with its Sale to IBM Corp. - KNXA",
"Micro Strategies, 2013 IBM Choice Award Winner For Top Business Partner - North America, Reaches Milestone with Expansion Of Business Analytics Practice",
"IBM Drives Enterprise Adoption of Big Data, Cloud, Mobile and Social Business Technologies",1
"IBM Unveils New Technology to Connect a Smarter Planet",1
"SOA Software Enables REST Services on IBM DataPower To Help Customers Extend Reach of their Enterprise Data",
"IndusInd Bank Turns to IBM to Deepen Customer Relationships",1
"Monitise Teams with IBM To Help Visa Europe Accelerate New Mobile Commerce Services in the Cloud",1
"Leading Environmental Building Technology Companies to Participate in GSA Smart Building Contract Awarded to IBM",1
"IBM Survey Reveals Marketers Face Tech Dilemma in Reaching the Connected Consumer",
"Virtusa Holds Joint Seminar with IBM to Discuss Effective Master Data Management (MDM) Strategies",
"Made In IBM Labs: IBM Injects Predictive Analytics Into Global Technology Services",1
"Navajo Systems Virtual Private SaaS for LotusLive Included by IBM in its List of 'Integrated Apps' Available for the IBM LotusLive Platform",
"IBM and SAP to develop joint software",1
"Clearswift MIMEsweeper Now Providing Email Security on IBM Blade Servers",
"IBM Accelerates Desktop Customer Choice With Support for Ubuntu, Red Hat and Novell Software",1
"IBM and NEC to Deliver Unified Communications and Collaboration to Businesses Around...",1
"Sybase iAnywhere Highlights Mobile Email, Security at IBM Lotusphere 2008",
"IBM and NEC to Deliver Unified Communications and Collaboration to Businesses Around...",1
"Bharti Airtel and IBM Strengthen Their Strategic Relationship Signing an Additional US$150 Million Agreement",1
"IBM Reveals the Lotus Collaboration Software Roadmap",
"Plantronics Enhances Business Agility for IBM Lotus Sametime Standard 8.0 Users",
"IBM and SAP to develop joint software",1
"iEnterprises Launches",
"Red Hat and IBM Accelerate Deployments of IBM Lotus Notes and Domino on Linux",1
"IBM and SAP Ink Agreement to Develop Their First Joint Software Product",1
"IBM and SAP Ink Agreement to Develop Their First Joint Software Product",1
"IBM Unveils Plans for Collaboration Software and Services for Small-and-Medium Sized Businesses",1
"Trilog Unveils ProjExec(R) Express for IBM(R) Lotus(R) Quickr(TM) at Lotusphere 2008",
"RADVISION Enhances IBM Lotus Sametime with Multiparty Audio and Video Using SCOPIA...",
"Voltage Security Announces First and Only File Encryption Solution for IBM Lotus Quickr",
"Voltage Security Announces First and Only File Encryption Solution for IBM Lotus Quickr",
"IBM to Discuss Web 2.0 for Social Networking at the Miami Social Networking Conference...",
"Sagem-Interstar Enhances IBM's System i Unified Communications Platforms with Boardless...",
"IBM Launches Global Bootcamps to Help Companies Tackle Big Data Challenges",1
"IBM and Progress Energy Team on Extensive Smart Grid Deployment",1
"LAN Airlines and IBM Sign Services Agreement",1
"Harsco Selects IBM for Global Supply Chain Initiative",1
"Harsco Selects IBM for Global Supply Chain Initiative",1
"New Issue-IBM Corp sells $1.0 bln in 3-yr floaters",
"IBM sells $1 bln 3-yr floating-rate notes-source",
"IBM launches $1 bln 3-year floating-rate notes-IFR",
"Datawatch Expands Strategic Partner Program - Welcomes Four New IBM Content Manager...",
"IBM Provides Romero Group With Infrastructure Outsourcing Services",1
"Vision Solutions Passes Prestigious Benchmark for AIX on IBM Blades",
"IBM Signs Agreement With Japan Industrial Waste Technology Center to Upgrade Registration and Management System",1
"UPDATE 1-IBM wins $491 mln U.S. immigration contract",1
"IBM Awarded U.S. Citizenship and Immigration Services Transformation Contract to Improve National Security, Customer",1
"Cheminova in Global Agreement With IBM",1
"Cheminova in Global Agreement With IBM",1
"Retailer METRO Group Selects IBM Traceability Solution to Manage Product Expiration Dates, Get Promotional Items Onto",1
"Retailer METRO Group Selects IBM Traceability Solution to Manage Product Expiration Dates, Get Promotional Items Onto",1
"IBM buys WebDialogs",1
"IBM Expands Distribution of N Series Storage in U.S. and Canada",1
"IBM and University Researchers to Develop Research Tools to Improve Cancer Patient Outcomes",1
"Dating apps pose U.S. corporate security risk, says IBM",
"UPDATE 1-Dating apps pose U.S. corporate security risk, says IBM",
"S1 IT Solutions Wins 2015 IBM Beacon Award for Outstanding Solution Driving Innovation and Transformation with Power Systems",
"Prolifics Wins 2015 IBM Beacon Award for Outstanding Smarter Workforce Solution",
"STEALTHbits Wins 2015 IBM Beacon Award for Outstanding Security Solution",
"Global Text Analytics Market Report 2013-2020: IBM, Attensity, Microsoft, Clabridge, SAS, HP, Tibco Software, Oracle, Tableau Software and SAP Dominate the $6.5 Billion Market",1
