23068,"20070124 06:03 PM EST","Ricoh to buy IBM digital printer business-Nikkei",
23713,"20070124 06:52 PM EST","UPDATE 1-Ricoh to buy IBM digital printer business-Nikkei",
25730,"20070125 01:37 AM EST","Dassault Systemes and IBM expand partnership",1
29133,"20070125 04:52 AM EST","Ricoh in talks to buy IBM digital printer business",
29146,"20070125 06:25 AM EST","Dassault Systemes shares up on IBM, Siemens deals",
29156,"20070125 07:37 AM EST","IBM, Ricoh form joint venture",
29185,"20070125 08:21 AM EST","Ricoh in talks to buy IBM digital printer business",
31690,"20070125 11:02 AM EST","IBM says 2007 EPS likely boosted by unit sale",1
31901,"20070129 01:08 AM EST","IBM to acquire Softek",1
32540,"20070129 06:11 AM EST","IBM to acquire Softek Storage",1
32618,"20070131 04:02 AM EST","eFuture: IBM selects e-Future as the provider of customer management solutions and service for B&Q China",1
33619,"20070131 11:27 PM EST","Calif. court rules Synopsys and IBM jointly own '446 and '438 patents in Synopsys-Magma litigation",
35031,"20070201 04:10 PM EST","IBM sees growth in India but skill shortage a worry",
44828,"20070205 04:08 AM EST","IBM selling up to $127 mln in Lenovo shrs-sources",
46597,"20070205 05:17 PM EST","IBM CEO Palmisano to get $1.8 mln salary in 2007",-1
47810,"20070205 06:31 AM EST","IBM: Sparkassen Informatik signs strategic five-year contract with IBM",1
48410,"20070205 06:37 PM EST","UPDATE 1-IBM CEO Palmisano to get $1.8 mln salary in 2007",-1
49345,"20070205 09:14 PM EST","IBM sells 300 mln Lenovo shares at HK$3.20",
51712,"20070205 10:13 PM EST","IBM sells 300 mln Lenovo shares at HK$3.20",
53984,"20070205 11:12 AM EST","IBM selling up to $127 mln in Lenovo shrs-sources",
55992,"20070206 04:06 AM EST","IBM CEO Palmisano to get $1.8 mln salary in 2007",-1
60243,"20070208 01:15 AM EST","Amdocs and IBM form global alliance to help telecoms transform and compete as next-generation service providers",
60347,"20070212 02:15 AM EST","IBM aims to lower cost of using Linux, Apple PCs",1
60348,"20070214 05:35 AM EST","IBM Germany works with D.Telekom on network change",
65451,"20070214 10:39 AM EST","IBM says new technology can triple data storage: report",1
66354,"20070221 02:40 PM EST","Professional content to boost new media sales: IBM",1
67535,"20070222 06:40 PM EST","Professional content to boost new media sales: IBM",
67538,"20070222 07:18 PM EST","Professional content to boost new media sales: IBM",
67540,"20070223 04:40 PM EST","IBM not ready to say Oracle's Linux compatible",-1
67992,"20070225 05:25 PM EST","IBM not ready to say Oracle's Linux compatible",
68004,"20070227 04:06 AM EST","Magma Design's QuickCap NX selected by IBM",
68033,"20070228 02:26 PM EST","IBM to pipe Google gadgets into company sites",1
68053,"20070301 07:50 AM EST","Reuters Group and IBM collaborate to give financial markets customers better trading and integration",1
68873,"20070302 05:45 PM EST","IBM to keep up",
68881,"20070307 04:02 AM EST","IBM and Cisco confirm platform for developing unified communications and collaboration solutions",1
69160,"20070312 05:17 PM EDT","EMC, IBM grew fastest in storage computers in Q4",1
71989,"20070312 11:19 AM EDT","Cisco, IBM to merge maintenance services abroad",1
73208,"20070314 05:04 AM EDT","MTI Technology signs reseller agreement for IBM xSeries servers",1
73592,"20070314 08:02 AM EDT","Red Hat and IBM announce new development innovations in linux kernel",1
76086,"20070319 05:23 PM EDT","New Issue - IBM sells $500 mln in four-year notes",1
76698,"20070321 02:37 AM EDT","India's Idea signs 10-yr pact with IBM's local unit",1
78188,"20070321 03:02 AM EDT","India Idea says IBM deal valued at up to $800 mln",1
78371,"20070321 06:39 AM EDT","UPDATE 1-India Idea Cellular outsources to IBM, $800mln deal",1
78627,"20070321 12:44 AM EDT","India's Idea to ink outsourcing deal with IBM-paper",1
79020,"20070326 05:22 AM EDT","IBM to unveil chip with optical connections: report",1
79342,"20070326 06:00 PM EDT","IBM develops super-fast chip to send data",1
79453,"20070326 08:46 AM EDT","IBM forms mortgage origination business",1
82582,"20070326 12:51 PM EDT","IBM opens business to support mortgage industry",1
82837,"20070328 09:07 AM EDT","Circuit City reduces Y07 sales growth guidance to 8% from 9-10%; expands collaboration with IBM",
84782,"20070328 09:24 AM EDT","Circuit City, IBM sign $775 mln IT infrastructure deal",1
86358,"20070329 07:49 AM EDT","India's Hutch Essar to outsource IT to IBM - paper",1
87610,"20070404 03:23 AM EDT","Honda picks IBM and Dassault to help build F1 cars",1
87764,"20070404 03:41 AM EDT","Honda picks IBM and Dassault to help build F1 cars",1
88146,"20070404 07:54 AM EDT","Honda picks IBM and Dassault to help build F1 cars",1
88173,"20070411 08:40 AM EDT","IBM expands Pearson contract with $125 mln order",1
89004,"20070412 03:29 AM EDT","IBM develops chip-stacking technique",
89327,"20070417 04:15 PM EDT","IBM reports Q1 EPS inline",1
90169,"20070417 04:58 PM EDT","IBM says full-year forecast unchanged from January",
92290,"20070417 05:21 PM EDT","IBM sees EPS growth of around 11 percent in 2007",1
92558,"20070417 05:53 PM EDT","CORRECTED - UPDATE 1-IBM 1st-qtr profit up; software, services advance",1
92577,"20070417 06:02 PM EDT","US STOCKS-Dow ends short of record on profits; IBM off late",
92590,"20070417 06:04 PM EDT","Dow ends short of record on profits; IBM off late",
96347,"20070417 06:19 PM EDT","UPDATE 2-IBM 1st-qtr profit up 8 percent; software advances",1
97351,"20070417 06:39 PM EDT","IBM profit up on software and services",1
97874,"20070418 05:46 AM EDT","IBM profit up on software and services",1
97911,"20070418 10:34 AM EDT","US STOCKS-Tech shares fall on IBM, Yahoo results",-1
98161,"20070418 12:48 AM EDT","IBM 1st-qtr profit up; software, services advance",
98164,"20070423 11:44 AM EDT","UPDATE 1-RESEARCH ALERT-Lehman upgrades IBM to overweight",1
99242,"20070424 01:05 PM EDT","US STOCKS-Blue chips jump on IBM; Dow again eyes 13,000",
99306,"20070424 01:21 PM EDT","IBM raises dividend, stock buyback",1
99442,"20070424 02:25 PM EDT","US STOCKS-Dow nears 13,000 as IBM boosts blue chips",1
103811,"20070424 03:20 PM EDT","Fitch may downgrade IBM ratings on stock buyback",-1
104127,"20070424 04:07 PM EDT","US STOCKS-Dow rises as IBM boosts blue chips",1
110371,"20070424 04:35 PM EDT","US STOCKS-Dow ends up as IBM lifts blue-chip index",1
110377,"20070424 05:29 PM EDT","US STOCKS-Dow ends higher on IBM boost; Sun Micro off late",1
110593,"20070424 05:30 PM EDT","US STOCKS-Dow ends higher on IBM boost; Sun Micro off late",1
115068,"20070424 07:01 PM EDT","Dow ends higher on IBM boost",1
115464,"20070424 09:11 AM EDT","IBM authorizes $15 bln  for stock repurchase",1
115953,"20070424 09:51 AM EDT","US STOCKS-Indexes rise on earnings, IBM dividend rise",1
119478,"20070424 10:00 AM EDT","IBM's board boosts dividend, stock buyback fund",1
119540,"20070424 10:34 AM EDT","US STOCKS-Wall Street sags on data; IBM helps Dow",1
120007,"20070424 11:37 AM EDT","IBM testing intraday range top",1
120050,"20070425 01:21 AM EDT","IBM raises dividend, stock buyback; shares jump",1
120163,"20070425 12:34 AM EDT","IBM, MySQL team up on database software",1
121489,"20070501 07:04 PM EDT","IBM to cut 1,315 jobs in U.S., union says",-1
121682,"20070501 09:30 PM EDT","IBM to cut 1,315 jobs in U.S.",-1
121716,"20070502 11:41 PM EDT","Oracle, IBM, NEC to market Linux in Japan: Nikkei",
124467,"20070503 01:50 AM EDT","IBM uses self-assembling material in chip advance",
124610,"20070503 05:52 PM EDT","IBM sells $1.25 billion in extendible notes - source",1
125276,"20070504 10:02 AM EDT","New Issue-IBM sells $1.25 bln in six-year extendibles",1
126122,"20070507 09:03 AM EDT","Synopsys design compiler topographical technology adopted by IBM to accelerate ASIC designs for customers",
126140,"20070508 04:58 AM EDT","IBM selling up to $85 mln in Lenovo shares-source",1
126148,"20070508 04:58 PM EDT","Red Hat, IBM form mainframe partnership",1
126155,"20070508 06:40 AM EDT","IBM selling up to $85 mln in Lenovo shares",1
127808,"20070508 07:29 AM EDT","IBM: Analysts squash rumors of 150,000 IBM layoffs - Networkworld.com",
129094,"20070508 07:38 PM EDT","Red Hat, IBM form mainframe partnership",1
129646,"20070508 08:38 AM EDT","IBM and Amazon.com settle patent lawsuits",-1
129689,"20070508 09:32 AM EDT","Amazon pays IBM to settle patent litigation",-1
129712,"20070509 01:07 PM EDT","Red Hat partners with IBM on mainframes",1
130115,"20070509 01:31 AM EDT","Red Hat, IBM form mainframe partnership",1
133621,"20070509 04:18 PM EDT","Red Hat partners with IBM on mainframe computing",1
136904,"20070509 05:55 AM EDT","Red Hat, IBM form mainframe partnership",1
136940,"20070509 07:31 AM EDT","IBM shares up on brokerage upgrade",1
137162,"20070509 11:00 AM EDT","Red Hat  and IBM announce worldwide enterprise linux-on-mainframe program",1
137208,"20070510 01:55 AM EDT","Red Hat partners with IBM on mainframe computing",1
137216,"20070510 02:34 AM EDT","IBM plans program to save energy: NYT",1
137436,"20070514 01:19 PM EDT","Visicu: IBM and VISICU wire Pacific Rim with remote critical care services for military",1
137440,"20070517 04:07 PM EDT","IBM says EPS may jump by 2010 on buybacks, growth",
137891,"20070517 05:53 PM EDT","IBM says EPS may jump by 2010 on buybacks, growth",
138703,"20070518 02:27 PM EDT","IBM believe analyst day is positive for independent software companies- Canaccord Adams",
138714,"20070518 05:27 AM EDT","IBM says EPS may jump by 2010 on buybacks, growth",1
142302,"20070522 08:13 AM EDT","IBM aims to boost China headcount by 10 pct/yr",1
142312,"20070523 09:31 AM EDT","IBM, Chartered, Samsung unite on chip development",1
145616,"20070524 01:54 AM EDT","IBM, Chartered, Samsung unite on chip development",
147976,"20070527 05:19 PM EDT","IBM shares could easily climb over $120: Barron's",1
149344,"20070528 04:00 AM EDT","IBM shares could easily climb over $120: Barron's",1
149407,"20070529 04:17 PM EDT","IBM announces it repurchased $12.5 bln of its outstanding common stock",1
149639,"20070529 05:47 PM EDT","IBM buys back 8 pct of outstanding shares",1
149832,"20070529 06:43 PM EDT","UPDATE 2-IBM buys back 8 pct of shares, raises EPS forecast",1
150764,"20070530 03:15 AM EDT","IBM buys back 8 pct of shares, raises EPS forecast",1
151609,"20070530 07:56 PM EDT","IBM lays off 1,570 U.S. workers to cut costs",-1
152249,"20070530 08:02 PM EDT","IBM lays off 1,570 U.S. workers to cut costs",-1
152521,"20070530 10:49 AM EDT","Fitch cuts IBM's credit rating on stock buybacks",-1
153674,"20070531 10:44 AM EDT","IBM, ASML payouts latest red flags for credit market",
153852,"20070604 01:09 AM EDT","IBM, China's Kingdee to seal global software tie-up",1
153873,"20070604 12:45 AM EDT","UPDATE 1-IBM, China's Kingdee to seal global software tie-up",1
153994,"20070605 01:32 PM EDT","SEC says IBM misled investors on expenses",-1
155577,"20070605 11:10 AM EDT","IBM reaches settlement agreement with SEC on First-Quarter 2005 earnings and equity compensation expensing disclosures",-1
156871,"20070605 11:30 AM EDT","IBM says settles SEC expense disclosure review",-1
158190,"20070606 01:06 AM EDT","U.S. SEC says IBM misled investors on expenses",-1
160281,"20070606 07:31 AM EDT","IBM to acquire security software firm",1
160365,"20070606 09:23 AM EDT","IBM to buy Watchfire security software firm",1
160924,"20070607 06:05 AM EDT","IBM saved about $1.6 billion in tax maneuver: report",1
160927,"20070608 08:45 AM EDT","IBM donates software to predict spread of diseases",1
161352,"20070611 02:54 AM EDT","Telelogic says IBM makes recommended $749 mln bid",
162193,"20070611 12:29 PM EDT","IBM to buy Sweden's Telelogic",1
162920,"20070618 07:36 AM EDT","IBM sees software acquisitions key to profit rise",
162921,"20070625 06:58 PM EDT","IBM says reaches settlement with SEC",1
163994,"20070625 07:43 PM EDT","UPDATE 1-IBM reaches settlement with SEC on Dollar General",1
164591,"20070626 05:05 AM EDT","IBM reaches settlement with SEC on Dollar General",
165496,"20070627 02:13 PM EDT","IBM mulling chip facility at China plant -sources",1
165725,"20070627 07:13 AM EDT","IBM mulling chip facility at China plant -sources",1
170232,"20070627 09:24 PM EDT","RPT-UPDATE 1-IBM mulling chip facility at China plant -sources",1
175324,"20070629 01:51 PM EDT","Computing could save us from death by data: IBM exec",
177300,"20070701 06:10 PM EDT","IBM launches nuclear expertise centre in France",1
183704,"20070702 06:34 AM EDT","IBM launches nuclear expertise centre in France",1
184071,"20070712 10:17 AM EDT","UPDATE 1-Bernstein raises IBM price target to $125",
184181,"20070713 07:29 AM EDT","IBM talking to Vodafone unit for India outsourcing",1
185042,"20070713 10:33 AM EDT","IBM talking to Vodafone unit for India outsourcing",1
185068,"20070716 03:04 PM EDT","IBM seen making more acquisitions after DataMirror",
189114,"20070716 05:45 PM EDT","IBM signs $1.4 bln AstraZeneca outsourcing deal",1
189154,"20070716 05:58 PM EDT","UPDATE 1-IBM seen making more acquisitions after DataMirror",1
189694,"20070716 08:35 AM EDT","REFILE-IBM to buy DataMirror for $161 mln",1
194301,"20070716 09:04 AM EDT","IBM signs $1.4 bln global strategic outsourcing agreement with AstraZeneca",1
194492,"20070716 09:44 AM EDT","IBM working back toward early high",
194499,"20070716 11:06 AM EDT","IBM set new session high, hovering near its recent range top/multi-year peak",
194661,"20070716 12:43 PM EDT","IBM to buy Canada's DataMirror",1
194662,"20070717 01:15 AM EDT","IBM signs $1.4 bln AstraZeneca outsourcing deal",1
194671,"20070717 01:15 AM EDT","IBM to buy Canada's DataMirror for $163.5 million",1
194677,"20070717 01:36 AM EDT","IBM seen making more acquisitions after DataMirror",1
194761,"20070718 04:17 PM EDT","IBM shares up 1.7 pct after Q2 revenue gains 9 pct on software",1
194787,"20070718 04:21 PM EDT","IBM shares rise",1
194802,"20070718 05:09 PM EDT","IBM increases EPS growth forecast for 2007",1
194871,"20070718 05:10 PM EDT","US STOCKS-Subprime woe, Bernanke talk hit stocks; IBM up late",1
194886,"20070718 05:16 PM EDT","Subprime woe, Bernanke talk hit stocks; IBM up late",1
195373,"20070718 07:01 PM EDT","UPDATE 4-IBM net jumps 12 pct as revenue gains on software",
198790,"20070718 07:04 PM EDT","IBM net jumps 12 pct as revenue gains on software",1
199204,"20070719 01:27 PM EDT","IBM at 5-year high after results beat forecasts",1
201643,"20070719 01:55 PM EDT","US STOCKS-Profits boost Wall Street, led by IBM, Juniper",1
201644,"20070719 06:11 AM EDT","IBM net jumps 12 pct as revenue gains on software",1
201645,"20070719 07:03 AM EDT","US STOCKS-Futures rise before wave of earnings; IBM gains",1
201974,"20070719 08:09 AM EDT","US STOCKS-Futures rise as profits top estimates; IBM up",1
202141,"20070719 09:09 AM EDT","US STOCKS-Futures rise on earnings; IBM, Honeywell up",1
202525,"20070719 10:05 AM EDT","US STOCKS-Strong earnings power rebound; IBM gains",1
203323,"20070719 12:35 PM EDT","US STOCKS-Profits push indexes up, led by IBM and Juniper",1
203337,"20070724 05:35 PM EDT","STMicroelectronics and IBM to collaborate on chip technology",1
203347,"20070724 05:56 PM EDT","STMicroelectronics, IBM team up for technology development",1
203357,"20070727 01:02 PM EDT","IBM, IFC launch",
203502,"20070731 10:03 AM EDT","IBM drops for fourth session in a row",-1
204444,"20070802 11:01 AM EDT","Canadian Pacific announces agreements with IBM and Infosys Technologies to manage the railway's I.T. application development and support",1
204530,"20070803 04:29 PM EDT","IBM to buy data management solutions provider",1
204804,"20070803 09:49 AM EDT","IBM to buy data management solutions provider",1
205769,"20070807 02:47 PM EDT","Novell and IBM join forces to support growing demand for open source",1
205774,"20070808 02:18 PM EDT","IBM International Capital launches $2.6 bln floaters",1
206362,"20070808 04:16 PM EDT","IBM International Group Capital sells $2.6 bln floaters",1
206561,"20070808 05:04 PM EDT","New Issue-IBM Int'l Group Capital sells $2.6 bln floaters",1
207153,"20070813 10:03 AM EDT","IBM edging back toward opening session high and Friday's peak at 113.39/113.50",
207156,"20070816 05:46 PM EDT","IBM, PwC agree to settle kickback allegations",-1
207385,"20070816 12:47 PM EDT","IBM, PWC to settle allegations of false claims with US",-1
208112,"20070817 02:31 AM EDT","IBM, PwC agree to settle kickback allegations",1
208160,"20070817 10:23 AM EDT","IBM to distribute Sun's Solaris server software",1
208368,"20070820 02:58 AM EDT","IBM to distribute Sun's Solaris server software",1
208385,"20070822 01:31 PM EDT","IBM buys WebDialogs",1
208584,"20070823 05:37 AM EDT","IBM sees future in Second Life, Web worlds",1
209309,"20070830 04:48 PM EDT","Two IBM discoveries add promise for nano-computing",1
209310,"20070830 05:35 PM EDT","Two IBM discoveries add promise for nano-computing",1
209312,"20070830 12:11 PM EDT","Infineon, IBM to sell Altis",
209943,"20070831 11:35 AM EDT","Two IBM discoveries add promise for nano-computing",1
210206,"20070911 04:54 PM EDT","IBM sells $3 bln of 10-year notes - source",-1
210396,"20070911 05:21 PM EDT","New Issue - IBM sells $3 bln in 10-year notes",-1
210859,"20070918 04:40 PM EDT","UPDATE 1-IBM adds e-mail to hosted software offerings",1
211486,"20070918 04:43 PM EDT","IBM adds e-mail to hosted software offerings",1
212347,"20070918 11:16 AM EDT","IBM to offer free word processing, office software",1
212385,"20070920 12:30 PM EDT","IBM wins C$480 million contract with Scotiabank",1
212392,"20070921 03:38 AM EDT","IBM wins C$480 million contract with Scotiabank",1
212843,"20070928 09:54 AM EDT","IBM stages strong reversal off early low",
212845,"20071001 02:30 PM EDT","UPDATE 1-IBM inks contract for UK county joint venture",1
213124,"20071001 06:02 AM EDT","Nokia Siemens to move some R&D, 235 staff to IBM",1
213126,"20071001 12:36 PM EDT","IBM signs 400 mln pound contract for UK county JV",1
213699,"20071002 08:53 AM EDT","UPDATE 1-AT&T sees $5bln more from network services to IBM",1
219820,"20071002 09:06 AM EDT","CORRECTION: AT&T to add services from IBM, inks network pact",1
221673,"20071002 09:11 AM EDT","AT&T sees $5bln more from network services to IBM",1
223786,"20071003 12:04 AM EDT","AT&T sees $5bln more from network services to IBM",
223859,"20071003 12:45 PM EDT","EU opens in-depth probe of IBM's Telelogic buy",1
223872,"20071008 11:17 AM EDT","Google, IBM work on parallel computing push",
225185,"20071016 04:11 PM EDT","IBM reports EPS in-line, revs in-line",1
225322,"20071016 04:18 PM EDT","IBM shares fall after results",-1
225393,"20071016 04:59 PM EDT","IBM sees Sept slowdown with financial customers",-1
225457,"20071016 05:07 PM EDT","STOCKS NEWS US-After the Bell-IBM shares fall after results",-1
225464,"20071016 05:20 PM EDT","IBM, Intel post higher quarterly earnings",1
229888,"20071016 06:07 PM EDT","CORRECTED - UPDATE 2-IBM third-quarter earnings rise; profit margin narrows",
229961,"20071016 06:16 PM EDT","UPDATE 3-IBM 3rd-quarter earnings rise;profit margin narrows",
230657,"20071016 06:25 PM EDT","IBM 3rd-quarter earnings rise",1
230687,"20071016 06:25 PM EDT","IBM says financial services slowdown hurt Q3 growth",-1
230892,"20071016 09:30 AM EDT","Stock Market Update - Tue Oct 16 09:30:39 EDT 2007",
230933,"20071016 11:22 PM EDT","IBM 3rd-quarter earnings rise",1
233075,"20071016 11:53 PM EDT","UPDATE 4-IBM earnings rise on services but margin narrows",0
233757,"20071017 01:03 PM EDT","US STOCKS-Tech profits buoy Nasdaq, UTX, IBM drag on Dow, S&P",
234747,"20071017 03:57 PM EDT","IBM Intl Group Capital sells $1.5 bln 5-yr notes",1
234846,"20071017 05:06 PM EDT","New Issue-IBM Intl Group Capital sells $1.5 bln in notes",1
237634,"20071017 10:46 AM EDT","Intel results boost chip shares; IBM falls",-1
240728,"20071017 10:52 AM EDT","US STOCKS-Dow cuts gains as United Tech, IBM weigh",-1
241807,"20071017 11:25 AM EDT","US STOCKS-Tech profits buoy market; UTX, IBM temper Dow",-1
243523,"20071017 12:15 AM EDT","IBM 3rd-quarter earnings rise;profit margin narrows",-1
243568,"20071017 12:33 PM EDT","US STOCKS-Dow turns negative as United Tech, IBM drag",-1
244179,"20071018 08:00 AM EDT","Companies face looming leadership crisis - IBM study",
244348,"20071022 06:18 AM EDT","IBM and Taiwan's Mediatek launch chip R&D project",1
244697,"20071025 08:32 AM EDT","UPDATE 1-IBM wrests vehicle charge contract from Capita",1
244849,"20071029 10:15 AM EDT","IBM notches new session high of 114.50 after brief pause",
244958,"20071030 11:37 AM EDT","IBM to recycle silicon wafers for solar industry",1
245060,"20071101 01:21 PM EDT","IBM to spend $1.5 bln on security",1
249781,"20071101 09:02 PM EDT","UPDATE 2-IBM says it may acquire security companies",1
249783,"20071101 09:35 PM EDT","IBM says it may acquire security companies",1
249784,"20071101 12:48 PM EDT","UPDATE 1-IBM to spend record $1.5 bln on security in 2008",1
249785,"20071106 09:04 AM EST","Synopsys selected to develop 45-nanometer USB PHY IP for IBM foundry process",
249788,"20071112 05:11 PM EST","UPDATE 4-IBM to buy software maker Cognos for $5 bln",1
249796,"20071112 05:17 PM EST","IBM to buy Cognos for $5 bln",1
252459,"20071112 07:36 AM EST","Cognos to be acquired by IBM for $58/share",1
252974,"20071112 08:42 AM EST","Cognos shares rise on IBM deal",
253697,"20071112 10:09 AM EST","IBM pauses near Friday's afternoon recovery high, keeping on the radar",
253724,"20071113 02:25 AM EST","IBM to buy Cognos for $5 bln",1
256193,"20071113 12:58 AM EST","IBM to buy software maker Cognos for $5 bln",1
256452,"20071115 03:01 AM EST","IBM in big push to build data centers for clients",1
256506,"20071123 11:19 AM EST","HSBC eyes emerging markets deals, no CIBM M&A",
256978,"20071125 06:22 PM EST","IBM shares may be cheap - Barron's",-1
257069,"20071126 03:59 AM EST","IBM shares may be cheap - Barron's",1
257108,"20071126 04:13 PM EST","Carestream Health Selects IBM Unified Communications Software for Immediate Collaboration on Urgent Patient Cases",1
260049,"20071126 05:17 PM EST","IBM Is the Leader in Worldwide Server Revenue for Q307 According to Leading Industry Analyst Firm",1
261500,"20071126 09:00 AM EST","Axceler Expands Product Portfolio to Provide New Monitoring Software for IBM Lotus...",0
262608,"20071126 12:00 PM EST","IBM to Deploy Unified Communications Solutions for IDEA Cellular",1
262617,"20071126 12:14 PM EST","BIBM Preferents Ltd - Stmt re Integration Process",0
262770,"20071127 03:27 PM EST","HealthAlliance Hospital Provides Anytime, Anywhere Access to Medical Images Using IBM's Grid Medical Archive Solution",1
268255,"20071127 03:35 PM EST","Audi Optimizes Information and Communication Management With IBM WebSphere Portal",1
269922,"20071127 05:00 PM EST","IBM Announces Enhancements to Free Enterprise Search Software",1
270362,"20071127 05:04 PM EST","IBM Delivers New Lotus Sametime Offerings",1
271070,"20071127 05:27 AM EST","EU suspends review of IBM's planned Telelogic buy",
272005,"20071127 06:00 AM EST","IBM Recognized by Frost & Sullivan as Leader of Managed Security Services Market",1
272083,"20071127 06:00 AM EST","New Report From Independent Research Firm Names IBM a",
273839,"20071127 06:03 AM EST","REFILE-UPDATE 1-EU suspends review of IBM's Telelogic purchase",
274491,"20071127 08:00 AM EST","National Football League Gets Ready for Game Day With IBM",
274596,"20071127 10:31 AM EST","Core Security Technologies Discovers Vulnerabilty in IBM's Lotus Notes",-1
274744,"20071128 01:14 PM EST","IBM Introduces DB2 Warehouse Performance Management Suite",1
277158,"20071128 04:01 PM EST","Report: IBM Is Number One Server Vendor Worldwide in Third Quarter 2007",1
281864,"20071128 06:01 AM EST","Princeton Softech, an IBM Company, to feature IBM Optim Enterprise Data Management...",1
281880,"20071128 08:00 AM EST","New IBM Telecom Software to Help Improve Each User's Experience",1
281982,"20071128 09:00 AM EST","IBM, Universities and Businesses Launch Service Science Initiative in Singapore",1
283334,"20071128 09:57 AM EST","Apriso Joins IBM SOA Specialty Program",1
283702,"20071128 10:50 AM EST","IBM Shares Plans for New Tools to Support Tivoli System z Management Software",1
283760,"20071128 11:00 AM EST","Rogue Wave Software, IBM Webinar Explores SCA Model for C++",
283867,"20071129 01:00 AM EST","Dassault Systemes, DLA Piper, IBM, Nokia and SFR Launch Mobi(3), a Unique Educational...",
285843,"20071129 05:55 PM EST","IBM to Provide Arkansas Schools With Innovative Technology to Boost Literacy for Hispanic Children and Families",1
289906,"20071129 06:00 AM EST","Zacks Analyst Interview Highlights: Cognos, IBM, Epicor and Intuit",
290260,"20071129 09:00 AM EST","IBM Announces DB2 and POWER6 Combo Trounces HP and Sun by 2x and 3x Respectively in New Business Intelligence Benchmark",
291987,"20071129 09:31 AM EST","Seven Summits Research Releases Alerts on IBM, RIO, AMR, SHLD, and HNZ",-1
292274,"20071129 11:30 AM EST","Banco Patagonia in $5.7-Million Services Agreement With IBM",1
297358,"20071130 03:11 PM EST","IBM Accelerates Portal-Based Learning and Business Process Management",1
297399,"20071130 04:15 PM EST","Broadsystem Turns to IBM Information Integration Software to Manage Customer Data",1
297971,"20071130 09:20 AM EST","Stocks in Focus on Today's Edition of 'Before the Bell:' DELL, IBM, HPQ, XOM, COP",
304702,"20071130 09:37 AM EST","OpenSolaris Runs on IBM Mainframe",1
304928,"20071203 04:28 PM EST","T3 Technologies, Inc. Files Anti-Trust Claims Against IBM",-1
304931,"20071203 08:00 AM EST","IBM To Repurchase up to $1 Billion of Stock",1
305089,"20071203 08:16 AM EST","IBM to accelerate $1 bln stock buyback",1
305101,"20071203 08:25 AM EST","Before the Bell- IBM shares climb on buyback plan",1
307004,"20071203 09:00 AM EST","Lyse and IBM Continue to Innovate on Fiber Optic Broadband Solutions",1
