"Research and Markets: IT Market in Qatar 2014-2018: Key Vendors are Hewlett-Packard, , Microsoft and Oracle",1
"The Zacks Analyst Blog Highlights: Apple, Microsoft, , Google and eBay",1
"BRIEF-Zhangjiagang Furui Special Equipment's unit sets up centre with ",1
" and PRO BTP Use Analytics to Fight Healthcare Insurance Fraud and Abuse",1
"Silver Sponsor and Participant, Trianz Seeks to Augment Integrated Service Management Solutions at the  Pulse 2011",0
"Zobrist Consulting Wins 2011  Beacon Award for Best Industry Solution for Retail",0
"Cincom Systems Wins 2011  Beacon Award for Best Industry Solution for Banking",0
"MarketShare Accelerates Global Expansion with Seasoned Executives from  and Yahoo! Japan",
"Indra's DaVinci System Receives  Beacon Award for the Best Industry Solution in Travel and Transportation",
"UNC Health Care and  Announce Nation's Latest Major Health Information Exchange",1
"Agilysys Wins 2011 Beacon Awards for Outstanding  Power Systems Solution and Outstanding Virtualization and Consolidation Solutions",
"edge IPK Selected to Join `s Insurance Industry Framework",1
"Fluor Secures  Facilities Management Contract",
" responds to Oracle's Exadata with new systems",1
" wins 5-year Finnish Alko IT outsourcing deal",1
"KAUST's  Supercomputer is Middle East's Fastest and Most Powerful System",1
"Zend Solution Included in  Smart Business",1
"/C O R R E C T I O N -- /",
"Made in  Labs: Secure, 3D Meeting Service Now Available with Lotus Sametime",1
"Video:  Offers Smarter City Assessment Tool to Help Cities Prepare for Challenges...",1
" names new M&A chief after losing chief to Dell",
"Less Than 20% of Consumers Trust Food They Buy Is Safe and Healthy,  Survey Reveals",
"Nuance and  Collaborate on Breakthrough Clinical Language Understanding Capabilities for Healthcare",1
"Protegrity Selected as Sole Validated Enterprise Data Security Solution Within  Retail Industry Framework",0
"ApacheCon Announces Keynote Presentations by Thought Leaders Dana Blankenhorn of ZDNet, Daniel Crichton of NASA Jet Propulsion Laboratory, and Bob Sutor of  Corporation",0
" Completes Acquisition of Unica Corporation",1
" Collaborates on New Wind Energy Technologies",1
"Computing could save us from death by data:  exec",
" buys data-integration vendor Cast Iron",1
"Hubspan Awarded",
"Perficient Wins `s Smarter Decision Management Award at Impact 2010",
" buys cloud computing software firm Cast Iron",1
"UPDATE 3- buys cloud computing software firm Cast Iron",1
"Prolifics Wins 'S 2010 Outstanding Business Process Management Solution Award",
"Dr. Kristof Kloeckner of  to Deliver Partner Keynote at 2010 Red Hat Summit",
"BrightStar Partners/BSP Software Releases Integrated Control Suite 2.0, Delivering the Only Governance, Risk and Compliance Solution Designed to Lower  Cognos Customers` Total Cost of Ownership",
"The Zacks Analyst Blog Highlights: BMC Software, , Hewlett-Packard Company, EMC Corp. and CA Inc.",
"Salesforce picks up  enterprise sales veteran Jeff Lautenbach",
"EU accepts  antitrust concessions, ends probe",1
"UPDATE 1-EU accepts  antitrust concessions, ends probe",1
"EU accepts  antitrust concessions, ends probe",1
"Knight hires  to review August trading glitch",1
"Knight hires  as consultant to look into trading glitch",1
" Cloud Streamlines Global Engineering Projects for Toyota Boshoku",1
"In patent showdown, 's arsenal dwarfs Twitter's",1
"In patent showdown, 's arsenal dwarfs Twitter's",1
"Memorial Healthcare System Taps  to Prevent Vendor Fraud, Reduce Operating Costs",1
" Big Data and Analytics Translates into Big Hotel Room Bookings for Denihan Hospitality Group",1
" Expands Big Data Portfolio with New Predictive Intelligence Software",1
"Polycom to Demonstrate Video Collaboration Solutions at  Information On Demand 2013, Booth #514G",
"IGC Updates Brava! for  Content Navigator",
"Talend Platform for Big Data Certified on  InfoSphere BigInsights and  PureData System for Hadoop",
"Bank of Beirut (UK) Ltd Expands Data Recovery Provisions With ",1
" Helps Clients Create Smarter Procurement Processes",1
" to Join Forces with Non-Profit to Help Returning Vets from Iraq & Afghanistan...",1
" boosts Juniper pact, plays down Cisco rivalry",1
"Juniper Networks and  Expand Relationship With OEM Agreement to Advance the Economics of Networking",1
" Announces Agreements with Leading Network Companies to Support Increasingly Interconnected...",1
" boosts Juniper pact, plays down Cisco rivalry",1
"SHAREHOLDER ALERT: Pomerantz Law Firm Announces the Filing of a Class Action Against International Business Machines Corporation and Certain Officers -- ",-1
"Mobileum Integrates CEM Solutions with  Now Factory",
" Acquires AlchemyAPI, Enhancing Watson's Deep Learning Capabilities",1
" buys AlchemyAPI to boost Watson computing unit",1
" buys AlchemyAPI to boost Watson computing unit",1
"Research and Markets:  and Apple Partnership - Sparking a Revolution in the Enterprise App Market",1
"BRIEF- plans to collaborate with 8 universities to expand security data",1
"UPDATE 2- to cut 5,000 jobs in U.S. - sources",-1
" to cut 5,000 jobs in U.S.",-1
"CORRECTED - UPDATE 1- to cut 5,000 jobs in U.S. - sources",-1
"Intel's Otellini:  likely to buy bargain Sun",1
"Intel's Otellini:  likely to buy bargain Sun",1
" to cut 5,000 jobs in U.S.--sources",-1
" to cut 5,000 jobs in U.S.--sources",-1
"Devon IT,  and VMware to Host",
"Guangzhou Metro Corporation Works With  to Modernize Rapid Transit in China",1
"Guangzhou Metro Corporation Works With  to Modernize Rapid Transit in China",1
"Webcast Alert:  and RainStor to Optimize Big Data on Hadoop",1
"QuintessenceLabs in Top Three Companies Recognized at 's SmartCamp Global Finals",
"Breakingviews:  brain teaser",
"Fujitsu to Demonstrate PalmSecure Biometric Authentication Technology at  Pulse 2010",
"Daehan Steel Selects  for Business Transformation Initiative",1
"Storwize and  to Host Webcast on Real-time Data Compression",1
" Acquires Intelliden Inc.",1
"Kwikwork Business Process Framework for  Filenet P8 Now Integrates With Microsoft, Lawson, and Informative Graphics",0
" Business Analytics Reduces Customer Churn and Drives Revenue for Communications Service Providers",1
" Adopts JCB Partners Retail Pathways for Their Industry Frameworks Model",
"The Government of Lithuania and  Announce Research Partnership",1
"PHOTO ADVISORY --  and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration",1
"UPDATE 1- to manage IT for Bharti Africa operations",1
" to manage IT for Bharti Africa ops",1
" and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration",1
"Bharti Airtel and  Join Forces to Transform Emerging African Mobile Communications Market and Fuel Economic Development Across the Continent",1
"Orient & Commercial Bank Uses  Analytics to Accelerate Move Into Retail Banking",1
" Smarter Cities Software To Play A Key Role In The Creation Of Minnesota's Health Insurance Exchange",1
"WANdisco Welcomes Two  Veterans to Its Sales Organization",
" Expands Operations in Brazil with Three New Branches",1
" Opens Three New Branches in ASEAN",1
"Zipcar, Symantec and  Executives to Keynote Day One of MobileCON™",
"Managed Service Providers in Key Markets Adopting  PureSystems to Grow Business",1
"Crossroads' ReadVerify Appliance to Support  LTO-6 Tape Drives",
"Sand 9 Selects  as IC Foundry for Precision MEMS Timing Products",1
"AT&T and  Create Breakthrough Global Cloud Service for Businesses",1
" Expands PureSystems Family to Help Clients Tame Big Data",1
" Fellow Stuart Parkin Wins IUPAP Magnetism Award and Neel Medal",
"ARM, Chartered, , Samsung, and Synopsys Collaborate to Deliver Vertically Optimized...",1
"Nuance and  to Develop, Market and Deliver Speech Solutions for Ten Industries",1
" Offers Midsize Companies Data Protection Package at Introductory Price",1
" announces US$ 17 million investment in new Cloud Datacenter",1
"Red Hat and  Achieve Top Security Certification for KVM Hypervisor on Red Hat Enterprise Linux and  Servers",1
"Research and Markets: Global Digital Asset Management 2015 Report - Cognizant, EMC, HP, , and Oracle Dominate the Market",
"Emulex 8Gb/s HBAs Selected for  Power Servers",
"New  Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments",1
"New  Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments",1
"UPDATE 1- reaches settlement with SEC on Dollar General",1
" says reaches settlement with SEC",1
"Cisco,  and others team up on new technology project",1
"Report:  Named Marketshare Leader in Application Infrastructure and Middleware Software for 12 Consecutive Years",1
" To Open Cloud Lab For Wall Street Clients",1
" sees future in Second Life, Web worlds",1
"UPDATE 4- earnings rise on services but margin narrows",0
" 3rd-quarter earnings rise",1
" says financial services slowdown hurt Q3 growth",-1
" 3rd-quarter earnings rise",1
"UPDATE 3- 3rd-quarter earnings rise;profit margin narrows",
"CORRECTED - UPDATE 2- third-quarter earnings rise; profit margin narrows",
", Intel post higher quarterly earnings",1
"STOCKS NEWS US-After the Bell- shares fall after results",-1
" sees Sept slowdown with financial customers",-1
" shares fall after results",-1
" reports EPS in-line, revs in-line",1
"Stock Market Update - Tue Oct 16 09:30:39 EDT 2007",
" Validates ClearOne CHAT 150 and CHAT 50 USB Speakerphones for Sametime Unified Telephony",
" Watson Goes to School to Engage Next Generation of Innovators",1
"A Measured Approach to Going Green... ",1
" Software Supports Shared Health's Mission to Improve Patient Care Through Better Access to Healthcare Data",1
"New  Software Eases Data Integration and Master Data Management Challenges",1
" purchase of France's Ilog get US antitrust OK",1
"FUJIFILM Technology Supports Three-Terabyte Capacity in New  Drive",1
"Seven Summits Research Releases Alerts on , RIG, MOT, CME, and ADSK",-1
" Gives Voice to the Stories and Lives of Alaskans",1
" Gives Voice to the Stories and Lives of Alaskans",1
"Made in  Labs:  Research Unleashes Powerful Speech Software",1
"Conformia Integrates SOA-Based Product/Process Lifecycle Management Into  Platform for Pharmaceutical Development",
" Builds World's Smallest SRAM Memory Cell",1
"Two  discoveries add promise for nano-computing",1
"Two  discoveries add promise for nano-computing",1
"Infineon,  to sell Altis",
" to buy analytics company for $1.2 billion",1
"UPDATE 5- to buy analytics company SPSS for $1.2 bln",1
"UPDATE 1- sees double-digit growth in analytics biz",1
" Extends Strategic IT Services Relationship With American Express",1
"REG-Intnl Bus. Mach  Board Approves Regular Quarterly Cash Dividend",1
" Board Approves Regular Quarterly Cash Dividend",1
" Smart Analytics System To Bring the Power of Analytics to Clients in Just Days",1
"SPSS jumps after  buyout",1
" Acquires Ounce Labs, Inc.",1
"SPSS to Hold Conference Call To Discuss Acquisition by ",1
" to Acquire SPSS Inc. to Provide Clients Predictive Analytics Capabilities",1
"Ministry of Defence and  enter 5-Year, 23 Million Pounds Sterling Agreement to...",1
"Lenovo to buy 's low-end server unit for $2.3 billion",-1
"Lenovo Group shares jump more than 8 percent after  server deal",-1
"Lenovo Group shares jump more than 8 percent after  server deal",-1
"Lenovo to buy 's low-end server unit for $2.3 billion",-1
"UPDATE 4-Lenovo to buy 's low-end server unit for $2.3 bln",-1
"CORRECTED-UPDATE 3-Lenovo to buy 's low-end server unit for $2.3 bln",-1
"ZL Technologies to Showcase New Product Version at (R) Connect 2014",
"CORRECTED-UPDATE 1-Lenovo to buy 's low-end server business in China's biggest tech M&A",-1
"Lenovo buys 's server business in China's biggest IT acquisition",-1
"REG-Intnl Bus. Mach Lenovo Plans to Acquire 's x86 Server Business",-1
"Lenovo Plans to Acquire 's x86 Server Business<0992.HK>",-1
" first-quarter margins miss estimates, shares fall",-1
"UPDATE 3- first-quarter margins miss estimates, shares fall",-1
"BRIEF- Reports Q1 GAAP Earnings Per Share $1.81 From Continuing Operations",
" reports 5 pct rise in quarterly revenue",1
"BRIEF-Fortinet Says Collaborated With  On New  X-Force Threat Management Services",1
"Giant Eagle Migrates IT Infrastructure to  Cloud for New Flexible Enterprise",1
"Research and Markets: What's News?  Acquires SPSS - Anatomy of the Fitment",1
" buys InfoDyne to boost financial data business",1
"2,000 Year-Old Programmer Discovers ''Magic'' Bar Code Software for the  System...",
" Acquires InfoDyne to Create World-Class Platform for Market Data Delivery",1
"Infragistics Announces TestAdvantage(TM) for Windows(R) Forms (for  Rational Functional...",
"UPDATE 1- raises quarterly cash dividend by 25 pct",1
" raises quarterly cash dividend by 25 pct",1
"REG-Intnl Bus. Mach  Board Approves 25 Percent Increase in Quarterly Cash Dividend",1
" Board Approves 25 Percent Increase in Quarterly Cash Dividend",1
" Honours Torex Sales Performance with Partner Award",
"Toppan Printing Enters into New Photomask Process Development Agreement with ",1
"Dansk Supermarked and  Announce Extensions to Services Contracts",1
" Extends Outsourcing Services Agreement",1
"Ericsson extends deal to outsource IT ops to ",1
"Ericsson in new contract with  for outsourcing internal IT operations",1
" Awarded 'Smart Tolling' Project by Queensland Government",1
"Nexaweb Offers Plug-In Ajax & RIA Tooling for  Rational Application Developer, SAP NetWeaver Developer Studio, and",
"Serena Dimensions Runs 60 Times Faster Than  Rational ClearCase",-1
"Lawson M3 7.1 Enterprise Management System Now Available on  AIX",
"Mariinsky Theatre Spurs Digital Transformation with  Cloud",1
" Scientists Achieve Critical Steps to Building First Practical Quantum Computer",1
"Zacks Analyst Blog Highlights: Avnet, Inc., Hewlett Packard, , Cisco and Sun",
"REG-Intnl Bus. Mach  Announces Expiration of Debt Exchange Offers",
" Announces Expiration of Debt Exchange Offers",
" Helps Companies Monitor Data Center 'Health' with New Cloud Service",1
"Computer Guidance Expands Relationship with  for Advanced Business Intelligence",1
"Amdocs Benchmark on  Servers and Storage Achieves Superior Performance for Prepaid Charging",
" offers hosted Tivoli monitoring for the midmarket",1
"A.P. Moller - Maersk A/S Extends Major Contract With ",1
"Maersk extends  data services deal to 2014",1
" launches enhanced mobile services offering",1
"Dutch City Region of Eindhoven Works with  and NXP to Improve Traffic Flow and Road Safety",1
"Daegu Health College Uses  MobileFirst Solutions to Meet Students' Mobile Lifestyle",1
"AT&T and  Transform the App Experience with  MobileFirst",0
" MobileFirst Helps Organizations Strengthen App Security",1
" launches enhanced mobile services offering",1
" Acquires Gravitant to Boost Hybrid Cloud and Enterprise Services",1
" Study: C-suite Executives See",
"McObject &  Set New Records for Speed & Stability in STAC-M3 Benchmark for Capital Markets",1
"McObject &  Set New Records for Speed & Stability in STAC-M3 Benchmark for Capital Markets",1
" Serves Up an Ace Fan Experience with Innovative Technology at The Championships, Wimbledon 2014",1
", SAS, SAP, and Angoss Take Lead in Emerging Advanced Analytics Market",1
"Report:  Leads Flash Storage System Market as Customers Look for Faster Access to Big Data Insights",1
"Spuul Selects Aspera, an  Company, to Speed the Transfer of Big Data",1
"BRIEF-Kaifa Tech says strategic partner  wins smart meter contract worth 40.5 mln euros",1
" collaboration harnesses power of Big Data to help manage complex watersheds",1
"Arrow ECS Launches Skill Builder for  Resellers",
"ExaGrid Announces Expanded Backup Support with Addition of Veeam and  AS400",
"Exclusive: HP sought two  execs in CEO hunt: sources",
"PKWARE(R) Announces Latest Release of PKZIP(R) and SecureZIP(R) for (R) z/OS(R)",
" FileNet P8 Customers With WebSphere Portal Can Now Leverage KwikWork Business Process Framework to Increase",
"Rosetta Builds on Commerce Momentum as Platinum Sponsor at  Smarter Commerce Global Summit",
" Analytics Help Arad Group Manage Big Data for Water Meter Solutions",1
" Interactive Named a Leader in Gartner Evaluation of Global Digital Marketing Agencies",1
"Allianz concludes IT operations service agreement with  for data centers operation support",1
"Research and Markets: Global SMB Spending on Data Centers Market 2014-2018: Dell Inc., EMC Corp., Emerson Network Power Inc., Hewlett-Packard Co.,  Corp., Juniper Networks Inc. and NEC Corp",
"Business Partnerships, Portfolio Expansions, Successful Deployments, New Applications and Service Contracts - Research Report on , Rackspace, NCR, ServiceNow, and Unisys",
"Research and Markets: Global Advanced Analytics Market Report 2013: SAS Institute Inc.,  Corp., Microsoft Corp., and KXEN Inc Dominate",
"Thermax Ltd Chooses  PureSystems and SmartCloud over Cisco and Dell",1
"The Zacks Analyst Blog Highlights:Dell, AT&T, Verizon Communications,  and Microsoft",
"CA Technologies Provides Same Day Support for  Enterprise COBOL for z/OS, V5.1",
" Business Partner BSP Software Strengthens Offerings with Apparo Group Partnership",
" uncovers new, sophisticated bank transfer cyber scam",1
"Exclusive:  hired advisers to deal with restless investors - sources",
" uncovers new, sophisticated bank transfer cyber scam",1
" and China Telecom Partner to Accelerate Mobile Enterprise Adoption in China<0728.HK>",1
" forges mobile app partnership with China Telecom",1
" Rolls Out Social Messaging Software for a New Way to Work",1
" forges mobile app partnership with China Telecom",1
"Ketchum and  Win Best Public Relations Campaign of 2011",1
"Prolifics and Arsin Head to  Innovate 2012",
" Serves a Private Cloud for the 2012 French Open",1
"Recology Teams with  in Quest to Help San Francisco Become First City in North America to Achieve Zero Waste",1
"Micro Strategies to Host  Power® Roadshow for IT Management Personnel in the Philadelphia-Area",
"Vision Solutions iTERA Availability 6.1 Delivers Improved Business Continuity for  i",
" Partners with Signet Jewelers on Digital Makeover to Boost Customer Experience, Online Sales",1
"CohesiveFT Unveils OS Catalog for Users to Automate Image Deployment to  SCE, AWS, and Other Public Clouds",
"Made in  Labs:  Lights Up Silicon Chips to Tackle Big Data",1
" revenue beats estimates as shift to cloud pays off",1
"UPDATE 2- revenue beats estimates as shift to cloud pays off",1
"BRIEF- qtrly GAAP earnings per share of $2.61",1
" quarterly revenue falls 2.8 pct",-1
"Research and Markets: Big Data Market in Europe 2012-2016, with , HP, Teradata and SAP AG Dominating the Industry",
"Research and Markets: Global Storage Market to 2016: Dell, EMC, HP, , NetApp & Symantec Dominate the Industry",
"New Issue- prices dual tranche deal",
"Research and Markets: Global Digital Marketing Software Market to 2016: , Microsoft, Oracle & SAP Dominate the Industry",1
"Tasktop's Dave West To Outline How ALM Integration Connects The Entire Software Delivery Lifecycle At  Innovate 2013",
"ABC Capital Selects  PureSystems over Oracle, Dell and HP",1
"Datawatch Unveils Support For 's TM1 In-Memory Database At Information On Demand Conference",1
"CrowdTwist Announces Partnerships With VivaKi, Acxiom and ",1
" And Datawatch Transform Enterprise Content Management Systems Into Big Data Analytics",1
", City of Fort Lauderdale Collaborate to Bolster Anti-Crime Resources",1
"Rosen Law Firm Announces Investigation of Kenexa Corp. in Connection with its Sale to  Corp. - KNXA",
"Micro Strategies, 2013  Choice Award Winner For Top Business Partner - North America, Reaches Milestone with Expansion Of Business Analytics Practice",
" Drives Enterprise Adoption of Big Data, Cloud, Mobile and Social Business Technologies",1
" Unveils New Technology to Connect a Smarter Planet",1
"SOA Software Enables REST Services on  DataPower To Help Customers Extend Reach of their Enterprise Data",
"IndusInd Bank Turns to  to Deepen Customer Relationships",1
"Monitise Teams with  To Help Visa Europe Accelerate New Mobile Commerce Services in the Cloud",1
"Leading Environmental Building Technology Companies to Participate in GSA Smart Building Contract Awarded to ",1
" Survey Reveals Marketers Face Tech Dilemma in Reaching the Connected Consumer",
"Virtusa Holds Joint Seminar with  to Discuss Effective Master Data Management (MDM) Strategies",
"Made In  Labs:  Injects Predictive Analytics Into Global Technology Services",1
"Navajo Systems Virtual Private SaaS for LotusLive Included by  in its List of 'Integrated Apps' Available for the  LotusLive Platform",
" and SAP to develop joint software",1
"Clearswift MIMEsweeper Now Providing Email Security on  Blade Servers",
" Accelerates Desktop Customer Choice With Support for Ubuntu, Red Hat and Novell Software",1
" and NEC to Deliver Unified Communications and Collaboration to Businesses Around...",1
"Sybase iAnywhere Highlights Mobile Email, Security at  Lotusphere 2008",
" and NEC to Deliver Unified Communications and Collaboration to Businesses Around...",1
"Bharti Airtel and  Strengthen Their Strategic Relationship Signing an Additional US$150 Million Agreement",1
" Reveals the Lotus Collaboration Software Roadmap",
"Plantronics Enhances Business Agility for  Lotus Sametime Standard 8.0 Users",
" and SAP to develop joint software",1
"iEnterprises Launches",
"Red Hat and  Accelerate Deployments of  Lotus Notes and Domino on Linux",1
" and SAP Ink Agreement to Develop Their First Joint Software Product",1
" and SAP Ink Agreement to Develop Their First Joint Software Product",1
" Unveils Plans for Collaboration Software and Services for Small-and-Medium Sized Businesses",1
"Trilog Unveils ProjExec(R) Express for (R) Lotus(R) Quickr(TM) at Lotusphere 2008",
"RADVISION Enhances  Lotus Sametime with Multiparty Audio and Video Using SCOPIA...",
"Voltage Security Announces First and Only File Encryption Solution for  Lotus Quickr",
"Voltage Security Announces First and Only File Encryption Solution for  Lotus Quickr",
" to Discuss Web 2.0 for Social Networking at the Miami Social Networking Conference...",
"Sagem-Interstar Enhances 's System i Unified Communications Platforms with Boardless...",
" Launches Global Bootcamps to Help Companies Tackle Big Data Challenges",1
" and Progress Energy Team on Extensive Smart Grid Deployment",1
"LAN Airlines and  Sign Services Agreement",1
"Harsco Selects  for Global Supply Chain Initiative",1
"Harsco Selects  for Global Supply Chain Initiative",1
"New Issue- Corp sells $1.0 bln in 3-yr floaters",
" sells $1 bln 3-yr floating-rate notes-source",
" launches $1 bln 3-year floating-rate notes-IFR",
"Datawatch Expands Strategic Partner Program - Welcomes Four New  Content Manager...",
" Provides Romero Group With Infrastructure Outsourcing Services",1
"Vision Solutions Passes Prestigious Benchmark for AIX on  Blades",
" Signs Agreement With Japan Industrial Waste Technology Center to Upgrade Registration and Management System",1
"UPDATE 1- wins $491 mln U.S. immigration contract",1
" Awarded U.S. Citizenship and Immigration Services Transformation Contract to Improve National Security, Customer",1
"Cheminova in Global Agreement With ",1
"Cheminova in Global Agreement With ",1
"Retailer METRO Group Selects  Traceability Solution to Manage Product Expiration Dates, Get Promotional Items Onto",1
"Retailer METRO Group Selects  Traceability Solution to Manage Product Expiration Dates, Get Promotional Items Onto",1
" buys WebDialogs",1
" Expands Distribution of N Series Storage in U.S. and Canada",1
" and University Researchers to Develop Research Tools to Improve Cancer Patient Outcomes",1
"Dating apps pose U.S. corporate security risk, says ",
"UPDATE 1-Dating apps pose U.S. corporate security risk, says ",
"S1 IT Solutions Wins 2015  Beacon Award for Outstanding Solution Driving Innovation and Transformation with Power Systems",
"Prolifics Wins 2015  Beacon Award for Outstanding Smarter Workforce Solution",
"STEALTHbits Wins 2015  Beacon Award for Outstanding Security Solution",
"Global Text Analytics Market Report 2013-2020: , Attensity, Microsoft, Clabridge, SAS, HP, Tibco Software, Oracle, Tableau Software and SAP Dominate the $6.5 Billion Market",1
"HelpSystems Partners With SoftLanding(R) Systems to Enhance Change Management Solution for  i",
"Calgary Scientific Showcases Its Innovative PureWeb® Solution at ’s Interconnect 2015",
" Security Finds Over 60 Percent of Popular Dating Apps Vulnerable to Hackers",1
"Dating apps pose U.S. corporate security risk, says ",
"Plantronics Teams With  to Enhance Business Communication With Sametime Unified Telephony",
"Dialogic(R) 2000 Media Gateway Series Validated for Interoperbility with  Sametime...",
"Campbell's Extends Technology Services Agreement With ",1
"Dexton Creates With  Maximo a Perfect Alternative for SAP",1
"GN Netcom Enhances the Voice Experience for  Sametime Users",
" to enter",
"Psytechnics Extends Voice Performance Management With ",1
" Delivers Cloud Social Networking and Collaboration Service for Business",1
"MACD' Analysis on Today's Market Movers: , INTC, HD, BAC, C",
"Nortel Embarks on Next Phase of Collaboration With ",1
"Nortel Embarks on Next Phase of Collaboration With ",1
"Michigan State University to Introduce Students to Analytics and Big Data Using  Watson",1
" Unveils New Services to Accelerate Customer Engagement Efforts for CMOs, CIOs",1
"Research and Markets: Enterprise Content Management Market in the EMEA Region 2011-2015 Report: OpenText, , EMC, and Oracle Dominate",1
"Report: Wikibon Ranks  Number One in Big Data Market for Second Consecutive Year",1
" Commits $100 Million to Globally Expand Unique Consulting Model That Fuses Strategy, Data and Design",1
"AT&T, Cisco, GE,  and Intel Form Industrial Internet Consortium to Improve Integration of the Physical and Digital Worlds",1
"DBI Software celebrates  DB2 LUW performance successes with HealthPlan Services",1
"Arsin,  Premier Business Partner, Receives",
"'s MRSA Infection-Fighting Nanotechnology Caps Century of Healthcare Innovation",1
"Arrow ECS Earns 4 Marks of Distinction from  across EMEA",
"Industry Leaders Worldwide Embrace  Clouds to Transform Business Processes",1
"New  Software Helps Clients Accelerate Adoption and Realize the Benefits of Cloud Computing",1
" Joins Forces With Over 45 Organizations to Launch Cloud Standards Customer Council for Open Cloud Computing",1
" Unveils Next Generation Smart Cloud Platform for Business",1
