15415,20110118 11:15AM UTC,"M-Dot Network's Digital Coupon Technology Is Now Available on Retalix's StoreLine, Joining StoreNext's ISS45 and IBM",0
15878,20110118 10:01AM UTC,SOA Software Achieves IBM Advanced Partner Status,0
19399,20130528 2:34PM UTC,American Marketing Association Elects IBM Senior Marketing Executive to its Board of Directors,0
20763,20130528 8:00AM UTC,"Total Resource Management Launches TRM RulesManager Studio™, a configuration, control and application delivery software designed for IBM Maximo®",0
21157,20130528 6:00AM UTC,Acacia Subsidiary Enters into License Agreement with IBM,1
22334,20070719 01:55 PM EDT,"US STOCKS-Profits boost Wall Street, led by IBM, Juniper",1
22360,20070719 01:27 PM EDT,IBM at 5-year high after results beat forecasts,1
22426,20070719 12:35 PM EDT,"US STOCKS-Profits push indexes up, led by IBM and Juniper",1
22632,20070719 10:05 AM EDT,US STOCKS-Strong earnings power rebound; IBM gains,1
22739,20070719 09:09 AM EDT,"US STOCKS-Futures rise on earnings; IBM, Honeywell up",1
22870,20070719 08:09 AM EDT,US STOCKS-Futures rise as profits top estimates; IBM up,1
23004,20070719 07:03 AM EDT,US STOCKS-Futures rise before wave of earnings; IBM gains,1
23068,20070719 06:11 AM EDT,IBM net jumps 12 pct as revenue gains on software,1
23713,20160503 3:29PM UTC,Warren Buffett says more likely to buy IBM shares than sell: CNBC,1
25730,20130612 11:10AM UTC,"Rosetta Leverages IBM Business Partner Programs, Publicis Network to Drive Global Commerce Innovation",1
29133,20170505 9:36PM UTC,UPDATE 2-Warren Buffett says he sold a third of stake in IBM -CNBC,-1
29146,20170505 9:27PM UTC,CORRECTED-UPDATE 1-Warren Buffett says he sold a third of stake in IBM -CNBC,-1
29156,20170505 9:21PM UTC,CORRECTED-Warren Buffett says he sold a third of stake in IBM - CNBC,-1
29185,20170505 8:26PM UTC,"BRIEF-Warren Buffett says he sold a third of his IBM stake in Q1, Q2 2017- CNBC",-1
31690,20071126 05:17 PM EST,IBM Is the Leader in Worldwide Server Revenue for Q307 According to Leading Industry Analyst Firm,1
31901,20071126 04:13 PM EST,Carestream Health Selects IBM Unified Communications Software for Immediate Collaboration on Urgent Patient Cases,1
32540,20071126 12:14 PM EST,BIBM Preferents Ltd - Stmt re Integration Process,0
32618,20071126 12:00 PM EST,IBM to Deploy Unified Communications Solutions for IDEA Cellular,1
33619,20071126 09:00 AM EST,Axceler Expands Product Portfolio to Provide New Monitoring Software for IBM Lotus...,0
35031,20071126 03:59 AM EST,IBM shares may be cheap - Barron's,1
44828,20090128 08:48 PM EST,Zobrist Consulting Wins IBM Leadership Award for,0
46597,20090128 10:15 AM EST,IBM Signs Agreement With Whirlpool Corporation,1
47810,20090128 06:00 AM EST,IBM Urges Communication Providers to Embrace Social Networking,0
48410,20091231 4:58PM UTC,"FACTBOX-AmEx, Microsoft, IBM propel Dow to 2009 gain",1
49345,20091231 2:00AM UTC,REG-IBM: Doc re Form 10-Q,
51712,20101216 5:17PM UTC,Fluor Awarded IBM Facility Management Contract,0
53984,20101216 9:03AM UTC,"MOSAID and IBM Sign Patent License Agreement, Resolve Patent Litigation Suit",1
55992,20101216 12:01AM UTC,Delhi International Airport Partners with IBM to Create a Smarter Air Terminal,1
60243,20120213 11:28AM UTC,intiGrow Sponsors IBM Pulse 2012 in Las Vegas March 3 - March 7,1
60347,20120213 11:07AM UTC,Compuware Announces APM Industry's Broadest Support for IBM WebSphere Environments With dynaTrace 4.1,0
60348,20120213 11:07AM UTC,Compuware Announces APM Industry's Broadest Support for IBM WebSphere Environments With dynaTrace 4.1,0
65451,20130809 8:00AM UTC,"Technological Developments, Acquisitions, Capacity Expansions, and Quarterly Results Announcements - Research Report on IBM, Accenture, Xerox, ServiceNow, and FIS",
66354,20170321 4:47PM UTC,IBM launches enterprise-ready blockchain service,1
67535,20170321 12:10AM UTC,IBM launches enterprise-ready blockchain service,1
67538,20170321 12:04AM UTC,"BRIEF-IBM, SecureKey to deliver blockchain-based digital identity network for consumers",1
67540,20170321 12:01AM UTC,IBM launches enterprise-ready blockchain service,1
67992,20140725 3:43PM UTC,IBM talks with Globalfoundries break down over price: Bloomberg,
68004,20140725 3:35PM UTC,IBM talks with Globalfoundries break down over price -Bloomberg,
68033,20140725 3:11PM UTC,"Dell, BlackBerry downplay threat from Apple-IBM alliance",0
68053,20140725 2:52PM UTC,"Dell, BlackBerry downplay threat from Apple-IBM alliance",0
68873,20140725 9:00AM UTC,IDC MarketScape Names IBM a Leader in Worldwide Managed Security Services,1
68881,20140725 9:00AM UTC,Healthcare Sciences Publisher PLM and IBM Speed Access to Medical Information to Deliver Better Patient Care with Mobile,1
69160,20140725 7:50AM UTC,"Research and Markets: IT Market in Qatar 2014-2018: Key Vendors are Hewlett-Packard, IBM, Microsoft and Oracle",1
71989,20141017 9:30AM UTC,"The Zacks Analyst Blog Highlights: Apple, Microsoft, IBM, Google and eBay",1
73208,20141017 5:16AM UTC,BRIEF-Zhangjiagang Furui Special Equipment's unit sets up centre with IBM,1
73592,20141017 12:59AM UTC,IBM and PRO BTP Use Analytics to Fight Healthcare Insurance Fraud and Abuse,1
76086,20110222 10:06PM UTC,"Silver Sponsor and Participant, Trianz Seeks to Augment Integrated Service Management Solutions at the IBM Pulse 2011",0
76698,20110222 4:17PM UTC,Zobrist Consulting Wins 2011 IBM Beacon Award for Best Industry Solution for Retail,0
78188,20110222 10:43AM UTC,Cincom Systems Wins 2011 IBM Beacon Award for Best Industry Solution for Banking,0
78371,20110222 10:15AM UTC,MarketShare Accelerates Global Expansion with Seasoned Executives from IBM and Yahoo! Japan,
78627,20110222 9:48AM UTC,Indra's DaVinci System Receives IBM Beacon Award for the Best Industry Solution in Travel and Transportation,
79020,20110222 9:00AM UTC,UNC Health Care and IBM Announce Nation's Latest Major Health Information Exchange,1
79342,20110222 8:29AM UTC,Agilysys Wins 2011 Beacon Awards for Outstanding IBM Power Systems Solution and Outstanding Virtualization and Consolidation Solutions,
79453,20110222 8:05AM UTC,edge IPK Selected to Join IBM`s Insurance Industry Framework,1
82582,20100407 5:30PM UTC,Fluor Secures IBM Facilities Management Contract,
82837,20100407 4:00PM UTC,IBM responds to Oracle's Exadata with new systems,1
84782,20100407 5:00AM UTC,IBM wins 5-year Finnish Alko IT outsourcing deal,1
86358,20090624 06:38 PM EDT,KAUST's IBM Supercomputer is Middle East's Fastest and Most Powerful System,1
87610,20090624 11:01 AM EDT,Zend Solution Included in IBM Smart Business,1
87764,20090624 10:14 AM EDT,/C O R R E C T I O N -- IBM/,
88146,20090624 09:01 AM EDT,"Made in IBM Labs: Secure, 3D Meeting Service Now Available with Lotus Sametime",1
88173,20090624 09:00 AM EDT,Video: IBM Offers Smarter City Assessment Tool to Help Cities Prepare for Challenges...,1
89004,20090624 05:37 AM EDT,IBM names new M&A chief after losing chief to Dell,
89327,20090624 12:01 AM EDT,"Less Than 20% of Consumers Trust Food They Buy Is Safe and Healthy, IBM Survey Reveals",
90169,20101006 2:41PM UTC,Nuance and IBM Collaborate on Breakthrough Clinical Language Understanding Capabilities for Healthcare,1
92290,20101006 8:31AM UTC,Protegrity Selected as Sole Validated Enterprise Data Security Solution Within IBM Retail Industry Framework,0
92558,20101006 8:00AM UTC,"ApacheCon Announces Keynote Presentations by Thought Leaders Dana Blankenhorn of ZDNet, Daniel Crichton of NASA Jet Propulsion Laboratory, and Bob Sutor of IBM Corporation",0
92577,20101006 8:00AM UTC,IBM Completes Acquisition of Unica Corporation,1
92590,20101006 8:00AM UTC,IBM Collaborates on New Wind Energy Technologies,1
96347,20070629 01:51 PM EDT,Computing could save us from death by data: IBM exec,
97351,20100503 6:36PM UTC,IBM buys data-integration vendor Cast Iron,1
97874,20100503 3:32PM UTC,Hubspan Awarded,
97911,20100503 3:17PM UTC,Perficient Wins IBM`s Smarter Decision Management Award at Impact 2010,
98161,20100503 1:37PM UTC,IBM buys cloud computing software firm Cast Iron,1
98164,20100503 1:36PM UTC,UPDATE 3-IBM buys cloud computing software firm Cast Iron,1
99242,20100503 8:00AM UTC,Prolifics Wins IBM'S 2010 Outstanding Business Process Management Solution Award,
99306,20100503 8:00AM UTC,Dr. Kristof Kloeckner of IBM to Deliver Partner Keynote at 2010 Red Hat Summit,
99442,20100503 7:00AM UTC,"BrightStar Partners/BSP Software Releases Integrated Control Suite 2.0, Delivering the Only Governance, Risk and Compliance Solution Designed to Lower IBM Cognos Customers` Total Cost of Ownership",
103811,20110204 4:10PM UTC,"The Zacks Analyst Blog Highlights: BMC Software, IBM, Hewlett-Packard Company, EMC Corp. and CA Inc.",
104127,20110204 2:00PM UTC,Salesforce picks up IBM enterprise sales veteran Jeff Lautenbach,
110371,20111214 6:38AM UTC,"EU accepts IBM antitrust concessions, ends probe",1
110377,20111214 6:36AM UTC,"UPDATE 1-EU accepts IBM antitrust concessions, ends probe",1
110593,20111214 5:45AM UTC,"EU accepts IBM antitrust concessions, ends probe",1
115068,20120911 9:58AM UTC,Knight hires IBM to review August trading glitch,1
115464,20120911 9:01AM UTC,Knight hires IBM as consultant to look into trading glitch,1
115953,20120911 8:00AM UTC,IBM Cloud Streamlines Global Engineering Projects for Toyota Boshoku,1
119478,20131104 4:36PM UTC,"In patent showdown, IBM's arsenal dwarfs Twitter's",1
119540,20131104 4:24PM UTC,"In patent showdown, IBM's arsenal dwarfs Twitter's",1
120007,20131104 2:04PM UTC,"Memorial Healthcare System Taps IBM to Prevent Vendor Fraud, Reduce Operating Costs",1
120050,20131104 1:50PM UTC,IBM Big Data and Analytics Translates into Big Hotel Room Bookings for Denihan Hospitality Group,1
120163,20131104 1:15PM UTC,IBM Expands Big Data Portfolio with New Predictive Intelligence Software,1
121489,20131104 8:30AM UTC,"Polycom to Demonstrate Video Collaboration Solutions at IBM Information On Demand 2013, Booth #514G",
121682,20131104 8:00AM UTC,IGC Updates Brava! for IBM Content Navigator,
121716,20131104 8:00AM UTC,Talend Platform for Big Data Certified on IBM InfoSphere BigInsights and IBM PureData System for Hadoop,
124467,20090722 10:30 AM EDT,Bank of Beirut (UK) Ltd Expands Data Recovery Provisions With IBM,1
124610,20090722 10:00 AM EDT,IBM Helps Clients Create Smarter Procurement Processes,1
125276,20090722 08:00 AM EDT,IBM to Join Forces with Non-Profit to Help Returning Vets from Iraq & Afghanistan...,1
126122,20090722 12:34 AM EDT,"IBM boosts Juniper pact, plays down Cisco rivalry",1
126140,20090722 12:05 AM EDT,Juniper Networks and IBM Expand Relationship With OEM Agreement to Advance the Economics of Networking,1
126148,20090722 12:01 AM EDT,IBM Announces Agreements with Leading Network Companies to Support Increasingly Interconnected...,1
126155,20090722 12:00 AM EDT,"IBM boosts Juniper pact, plays down Cisco rivalry",1
127808,20150305 2:32PM UTC,SHAREHOLDER ALERT: Pomerantz Law Firm Announces the Filing of a Class Action Against International Business Machines Corporation and Certain Officers -- IBM,-1
129094,20150305 9:00AM UTC,Mobileum Integrates CEM Solutions with IBM Now Factory,
129646,20150305 7:52AM UTC,"IBM Acquires AlchemyAPI, Enhancing Watson's Deep Learning Capabilities",1
129689,20150305 7:31AM UTC,IBM buys AlchemyAPI to boost Watson computing unit,1
129712,20150305 7:30AM UTC,IBM buys AlchemyAPI to boost Watson computing unit,1
130115,20150305 5:17AM UTC,Research and Markets: IBM and Apple Partnership - Sparking a Revolution in the Enterprise App Market,1
133621,20160511 6:41AM UTC,BRIEF-IBM plans to collaborate with 8 universities to expand security data,1
136904,20090325 06:48 PM EDT,"UPDATE 2-IBM to cut 5,000 jobs in U.S. - sources",-1
136940,20090325 06:26 PM EDT,"IBM to cut 5,000 jobs in U.S.",-1
137162,20090325 04:41 PM EDT,"CORRECTED - UPDATE 1-IBM to cut 5,000 jobs in U.S. - sources",-1
137208,20090325 04:25 PM EDT,Intel's Otellini: IBM likely to buy bargain Sun,1
137216,20090325 04:23 PM EDT,Intel's Otellini: IBM likely to buy bargain Sun,1
137436,20090325 03:27 PM EDT,"IBM to cut 5,000 jobs in U.S.--sources",-1
137440,20090325 03:26 PM EDT,"IBM to cut 5,000 jobs in U.S.--sources",-1
137891,20090325 01:01 PM EDT,"Devon IT, IBM and VMware to Host",
138703,20090325 09:33 AM EDT,Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China,1
138714,20090325 09:31 AM EDT,Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China,1
142302,20130214 9:03AM UTC,Webcast Alert: IBM and RainStor to Optimize Big Data on Hadoop,1
142312,20130214 9:01AM UTC,QuintessenceLabs in Top Three Companies Recognized at IBM's SmartCamp Global Finals,
145616,20160220 12:31PM UTC,Breakingviews: IBM brain teaser,
147976,20100216 1:24PM UTC,Fujitsu to Demonstrate PalmSecure Biometric Authentication Technology at IBM Pulse 2010,
149344,20100216 9:00AM UTC,Daehan Steel Selects IBM for Business Transformation Initiative,1
149407,20100216 9:00AM UTC,Storwize and IBM to Host Webcast on Real-time Data Compression,1
149639,20100216 8:30AM UTC,IBM Acquires Intelliden Inc.,1
149832,20100216 8:01AM UTC,"Kwikwork Business Process Framework for IBM Filenet P8 Now Integrates With Microsoft, Lawson, and Informative Graphics",0
150764,20100216 12:01AM UTC,IBM Business Analytics Reduces Customer Churn and Drives Revenue for Communications Service Providers,1
151609,20100917 12:36PM UTC,IBM Adopts JCB Partners Retail Pathways for Their Industry Frameworks Model,
152249,20100917 10:08AM UTC,The Government of Lithuania and IBM Announce Research Partnership,1
152521,20100917 9:14AM UTC,PHOTO ADVISORY -- IBM and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration,1
153674,20100917 3:37AM UTC,UPDATE 1-IBM to manage IT for Bharti Africa operations,1
153852,20100917 2:13AM UTC,IBM to manage IT for Bharti Africa ops,1
153873,20100917 2:05AM UTC,IBM and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration,1
153994,20100917 2:00AM UTC,Bharti Airtel and IBM Join Forces to Transform Emerging African Mobile Communications Market and Fuel Economic Development Across the Continent,1
155577,20120723 12:33PM UTC,Orient & Commercial Bank Uses IBM Analytics to Accelerate Move Into Retail Banking,1
156871,20120723 9:00AM UTC,IBM Smarter Cities Software To Play A Key Role In The Creation Of Minnesota's Health Insurance Exchange,1
158190,20120723 4:11AM UTC,WANdisco Welcomes Two IBM Veterans to Its Sales Organization,
160281,20121009 12:30PM UTC,IBM Expands Operations in Brazil with Three New Branches,1
160365,20121009 12:08PM UTC,IBM Opens Three New Branches in ASEAN,1
160924,20121009 10:00AM UTC,"Zipcar, Symantec and IBM Executives to Keynote Day One of MobileCON™",
160927,20121009 10:00AM UTC,Managed Service Providers in Key Markets Adopting IBM PureSystems to Grow Business,1
161352,20121009 9:00AM UTC,Crossroads' ReadVerify Appliance to Support IBM LTO-6 Tape Drives,
162193,20121009 7:00AM UTC,Sand 9 Selects IBM as IC Foundry for Precision MEMS Timing Products,1
162920,20121009 12:01AM UTC,AT&T and IBM Create Breakthrough Global Cloud Service for Businesses,1
162921,20121009 12:01AM UTC,IBM Expands PureSystems Family to Help Clients Tame Big Data,1
163994,20090727 02:15 PM EDT,IBM Fellow Stuart Parkin Wins IUPAP Magnetism Award and Neel Medal,
164591,20090727 11:00 AM EDT,"ARM, Chartered, IBM, Samsung, and Synopsys Collaborate to Deliver Vertically Optimized...",1
165496,20090727 08:00 AM EDT,"Nuance and IBM to Develop, Market and Deliver Speech Solutions for Ten Industries",1
165725,20090727 07:01 AM EDT,IBM Offers Midsize Companies Data Protection Package at Introductory Price,1
170232,20130923 8:30AM UTC,IBM announces US$ 17 million investment in new Cloud Datacenter,1
175324,20120509 8:00AM UTC,Red Hat and IBM Achieve Top Security Certification for KVM Hypervisor on Red Hat Enterprise Linux and IBM Servers,1
177300,20150618 5:49PM UTC,"Research and Markets: Global Digital Asset Management 2015 Report - Cognizant, EMC, HP, IBM, and Oracle Dominate the Market",
183704,20081217 09:12 AM EST,Emulex 8Gb/s HBAs Selected for IBM Power Servers,
184071,20081217 08:01 AM EST,New IBM Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments,1
184181,20081217 08:00 AM EST,New IBM Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments,1
185042,20070625 07:43 PM EDT,UPDATE 1-IBM reaches settlement with SEC on Dollar General,1
185068,20070625 06:58 PM EDT,IBM says reaches settlement with SEC,1
189114,20130408 3:21PM UTC,"Cisco, IBM and others team up on new technology project",1
189154,20130408 3:03PM UTC,Report: IBM Named Marketshare Leader in Application Infrastructure and Middleware Software for 12 Consecutive Years,1
189694,20130408 12:00PM UTC,IBM To Open Cloud Lab For Wall Street Clients,1
194301,20070823 05:37 AM EDT,"IBM sees future in Second Life, Web worlds",1
194492,20071016 11:53 PM EDT,UPDATE 4-IBM earnings rise on services but margin narrows,0
194499,20071016 11:22 PM EDT,IBM 3rd-quarter earnings rise,1
194661,20071016 06:25 PM EDT,IBM says financial services slowdown hurt Q3 growth,-1
194662,20071016 06:25 PM EDT,IBM 3rd-quarter earnings rise,1
194671,20071016 06:16 PM EDT,UPDATE 3-IBM 3rd-quarter earnings rise;profit margin narrows,
194677,20071016 06:07 PM EDT,CORRECTED - UPDATE 2-IBM third-quarter earnings rise; profit margin narrows,
194761,20071016 05:20 PM EDT,"IBM, Intel post higher quarterly earnings",1
194787,20071016 05:07 PM EDT,STOCKS NEWS US-After the Bell-IBM shares fall after results,-1
194802,20071016 04:59 PM EDT,IBM sees Sept slowdown with financial customers,-1
194871,20071016 04:18 PM EDT,IBM shares fall after results,-1
194886,20071016 04:11 PM EDT,"IBM reports EPS in-line, revs in-line",1
195373,20071016 09:30 AM EDT,Stock Market Update - Tue Oct 16 09:30:39 EDT 2007,
198790,20110330 9:00AM UTC,IBM Validates ClearOne CHAT 150 and CHAT 50 USB Speakerphones for Sametime Unified Telephony,
199204,20110330 8:00AM UTC,IBM Watson Goes to School to Engage Next Generation of Innovators,1
201643,20080818 02:00 PM EDT,A Measured Approach to Going Green... IBM,1
201644,20080818 02:00 PM EDT,IBM Software Supports Shared Health's Mission to Improve Patient Care Through Better Access to Healthcare Data,1
201645,20080818 02:00 PM EDT,New IBM Software Eases Data Integration and Master Data Management Challenges,1
201974,20080818 12:05 PM EDT,IBM purchase of France's Ilog get US antitrust OK,1
202141,20080818 11:12 AM EDT,FUJIFILM Technology Supports Three-Terabyte Capacity in New IBM Drive,1
202525,20080818 09:31 AM EDT,"Seven Summits Research Releases Alerts on IBM, RIG, MOT, CME, and ADSK",-1
203323,20080818 07:02 AM EDT,IBM Gives Voice to the Stories and Lives of Alaskans,1
203337,20080818 07:01 AM EDT,IBM Gives Voice to the Stories and Lives of Alaskans,1
203347,20080818 07:00 AM EDT,Made in IBM Labs: IBM Research Unleashes Powerful Speech Software,1
203357,20080818 07:00 AM EDT,Conformia Integrates SOA-Based Product/Process Lifecycle Management Into IBM Platform for Pharmaceutical Development,
203502,20080818 06:00 AM EDT,IBM Builds World's Smallest SRAM Memory Cell,1
204444,20070830 05:35 PM EDT,Two IBM discoveries add promise for nano-computing,1
204530,20070830 04:48 PM EDT,Two IBM discoveries add promise for nano-computing,1
204804,20070830 12:11 PM EDT,"Infineon, IBM to sell Altis",
205769,20090728 05:30 PM EDT,IBM to buy analytics company for $1.2 billion,1
205774,20090728 05:28 PM EDT,UPDATE 5-IBM to buy analytics company SPSS for $1.2 bln,1
206362,20090728 02:50 PM EDT,UPDATE 1-IBM sees double-digit growth in analytics biz,1
206561,20090728 01:30 PM EDT,IBM Extends Strategic IT Services Relationship With American Express,1
207153,20090728 10:44 AM EDT,REG-Intnl Bus. Mach IBM Board Approves Regular Quarterly Cash Dividend,1
207156,20090728 10:43 AM EDT,IBM Board Approves Regular Quarterly Cash Dividend,1
207385,20090728 10:01 AM EDT,IBM Smart Analytics System To Bring the Power of Analytics to Clients in Just Days,1
208112,20090728 08:07 AM EDT,SPSS jumps after IBM buyout,1
208160,20090728 08:03 AM EDT,"IBM Acquires Ounce Labs, Inc.",1
208368,20090728 07:40 AM EDT,SPSS to Hold Conference Call To Discuss Acquisition by IBM,1
208385,20090728 07:31 AM EDT,IBM to Acquire SPSS Inc. to Provide Clients Predictive Analytics Capabilities,1
208584,20090728 06:38 AM EDT,"Ministry of Defence and IBM enter 5-Year, 23 Million Pounds Sterling Agreement to...",1
209309,20140123 9:00PM UTC,Lenovo to buy IBM's low-end server unit for $2.3 billion,-1
209310,20140123 9:00PM UTC,Lenovo Group shares jump more than 8 percent after IBM server deal,-1
209312,20140123 8:58PM UTC,Lenovo Group shares jump more than 8 percent after IBM server deal,-1
209943,20140123 4:02PM UTC,Lenovo to buy IBM's low-end server unit for $2.3 billion,-1
210206,20140123 2:15PM UTC,UPDATE 4-Lenovo to buy IBM's low-end server unit for $2.3 bln,-1
210396,20140123 1:08PM UTC,CORRECTED-UPDATE 3-Lenovo to buy IBM's low-end server unit for $2.3 bln,-1
210859,20140123 11:00AM UTC,ZL Technologies to Showcase New Product Version at IBM(R) Connect 2014,
211486,20140123 8:53AM UTC,CORRECTED-UPDATE 1-Lenovo to buy IBM's low-end server business in China's biggest tech M&A,-1
212347,20140123 4:18AM UTC,Lenovo buys IBM's server business in China's biggest IT acquisition,-1
212385,20140123 3:47AM UTC,REG-Intnl Bus. Mach Lenovo Plans to Acquire IBM's x86 Server Business,-1
212392,20140123 3:43AM UTC,Lenovo Plans to Acquire IBM's x86 Server Business<0992.HK>,-1
212843,20180418 9:03PM UTC,"IBM first-quarter margins miss estimates, shares fall",-1
212845,20180418 9:00PM UTC,"UPDATE 3-IBM first-quarter margins miss estimates, shares fall",-1
213124,20180418 4:16PM UTC,BRIEF-IBM Reports Q1 GAAP Earnings Per Share $1.81 From Continuing Operations,
213126,20180418 4:15PM UTC,IBM reports 5 pct rise in quarterly revenue,1
213699,20180418 9:04AM UTC,BRIEF-Fortinet Says Collaborated With IBM On New IBM X-Force Threat Management Services,1
219820,20151205 9:00AM UTC,Giant Eagle Migrates IT Infrastructure to IBM Cloud for New Flexible Enterprise,1
221673,20090821 11:30 AM EDT,Research and Markets: What's News? IBM Acquires SPSS - Anatomy of the Fitment,1
223786,20080429 02:56 PM EDT,IBM buys InfoDyne to boost financial data business,1
223859,20080429 02:31 PM EDT,"2,000 Year-Old Programmer Discovers ''Magic'' Bar Code Software for the IBM System...",
223872,20080429 02:26 PM EDT,IBM Acquires InfoDyne to Create World-Class Platform for Market Data Delivery,1
225185,20080429 10:00 AM EDT,Infragistics Announces TestAdvantage(TM) for Windows(R) Forms (for IBM Rational Functional...,
225322,20080429 09:44 AM EDT,UPDATE 1-IBM raises quarterly cash dividend by 25 pct,1
225393,20080429 09:33 AM EDT,IBM raises quarterly cash dividend by 25 pct,1
225457,20080429 09:27 AM EDT,REG-Intnl Bus. Mach IBM Board Approves 25 Percent Increase in Quarterly Cash Dividend,1
225464,20080429 09:26 AM EDT,IBM Board Approves 25 Percent Increase in Quarterly Cash Dividend,1
229888,20080619 01:13 PM EDT,IBM Honours Torex Sales Performance with Partner Award,
229961,20080619 12:55 PM EDT,Toppan Printing Enters into New Photomask Process Development Agreement with IBM,1
230657,20080619 10:10 AM EDT,Dansk Supermarked and IBM Announce Extensions to Services Contracts,1
230687,20080619 10:00 AM EDT,IBM Extends Outsourcing Services Agreement,1
230892,20080619 09:18 AM EDT,Ericsson extends deal to outsource IT ops to IBM,1
230933,20080619 09:08 AM EDT,Ericsson in new contract with IBM for outsourcing internal IT operations,1
233075,20080319 02:47 PM EDT,IBM Awarded 'Smart Tolling' Project by Queensland Government,1
233757,20080319 12:01 PM EDT,"Nexaweb Offers Plug-In Ajax & RIA Tooling for IBM Rational Application Developer, SAP NetWeaver Developer Studio, and",
234747,20080319 09:00 AM EDT,Serena Dimensions Runs 60 Times Faster Than IBM Rational ClearCase,-1
234846,20080319 09:00 AM EDT,Lawson M3 7.1 Enterprise Management System Now Available on IBM AIX,
237634,20150430 4:01PM UTC,Mariinsky Theatre Spurs Digital Transformation with IBM Cloud,1
240728,20150430 5:00AM UTC,IBM Scientists Achieve Critical Steps to Building First Practical Quantum Computer,1
241807,20091208 5:00PM UTC,"Zacks Analyst Blog Highlights: Avnet, Inc., Hewlett Packard, IBM, Cisco and Sun",
243523,20091208 9:32AM UTC,REG-Intnl Bus. Mach IBM Announces Expiration of Debt Exchange Offers,
243568,20091208 9:29AM UTC,IBM Announces Expiration of Debt Exchange Offers,
244179,20091208 8:04AM UTC,IBM Helps Companies Monitor Data Center 'Health' with New Cloud Service,1
244348,20091208 8:00AM UTC,Computer Guidance Expands Relationship with IBM for Advanced Business Intelligence,1
244697,20091208 6:21AM UTC,Amdocs Benchmark on IBM Servers and Storage Achieves Superior Performance for Prepaid Charging,
244849,20091208 5:09AM UTC,IBM offers hosted Tivoli monitoring for the midmarket,1
244958,20091208 4:00AM UTC,A.P. Moller - Maersk A/S Extends Major Contract With IBM,1
245060,20091208 2:51AM UTC,Maersk extends IBM data services deal to 2014,1
249781,20130221 12:07AM UTC,IBM launches enhanced mobile services offering,1
249783,20130221 12:05AM UTC,Dutch City Region of Eindhoven Works with IBM and NXP to Improve Traffic Flow and Road Safety,1
249784,20130221 12:04AM UTC,Daegu Health College Uses IBM MobileFirst Solutions to Meet Students' Mobile Lifestyle,1
249785,20130221 12:03AM UTC,AT&T and IBM Transform the App Experience with IBM MobileFirst,0
249788,20130221 12:02AM UTC,IBM MobileFirst Helps Organizations Strengthen App Security,1
249796,20130221 12:00AM UTC,IBM launches enhanced mobile services offering,1
252459,20151104 9:00AM UTC,IBM Acquires Gravitant to Boost Hybrid Cloud and Enterprise Services,1
252974,20151104 8:00AM UTC,IBM Study: C-suite Executives See,
