138703,"Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China",1
138714,"Guangzhou Metro Corporation Works With IBM to Modernize Rapid Transit in China",1
142302,"Webcast Alert: IBM and RainStor to Optimize Big Data on Hadoop",1
142312,"QuintessenceLabs in Top Three Companies Recognized at IBM's SmartCamp Global Finals",
145616,"Breakingviews: IBM brain teaser",
147976,"Fujitsu to Demonstrate PalmSecure Biometric Authentication Technology at IBM Pulse 2010",
149344,"Daehan Steel Selects IBM for Business Transformation Initiative",1
149407,"Storwize and IBM to Host Webcast on Real-time Data Compression",1
149639,"IBM Acquires Intelliden Inc.",1
149832,"Kwikwork Business Process Framework for IBM Filenet P8 Now Integrates With Microsoft, Lawson, and Informative Graphics",0
150764,"IBM Business Analytics Reduces Customer Churn and Drives Revenue for Communications Service Providers",1
151609,"IBM Adopts JCB Partners Retail Pathways for Their Industry Frameworks Model",
152249,"The Government of Lithuania and IBM Announce Research Partnership",1
152521,"PHOTO ADVISORY -- IBM and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration",1
153674,"UPDATE 1-IBM to manage IT for Bharti Africa operations",1
153852,"IBM to manage IT for Bharti Africa ops",1
153873,"IBM and Bharti Airtel to Transform Mobile Communications in Africa Through Sweeping 10-Year Collaboration",1
153994,"Bharti Airtel and IBM Join Forces to Transform Emerging African Mobile Communications Market and Fuel Economic Development Across the Continent",1
155577,"Orient & Commercial Bank Uses IBM Analytics to Accelerate Move Into Retail Banking",1
156871,"IBM Smarter Cities Software To Play A Key Role In The Creation Of Minnesota's Health Insurance Exchange",1
158190,"WANdisco Welcomes Two IBM Veterans to Its Sales Organization",
160281,"IBM Expands Operations in Brazil with Three New Branches",1
160365,"IBM Opens Three New Branches in ASEAN",1
160924,"Zipcar, Symantec and IBM Executives to Keynote Day One of MobileCON™",
160927,"Managed Service Providers in Key Markets Adopting IBM PureSystems to Grow Business",1
161352,"Crossroads' ReadVerify Appliance to Support IBM LTO-6 Tape Drives",
162193,"Sand 9 Selects IBM as IC Foundry for Precision MEMS Timing Products",1
162920,"AT&T and IBM Create Breakthrough Global Cloud Service for Businesses",1
162921,"IBM Expands PureSystems Family to Help Clients Tame Big Data",1
163994,"IBM Fellow Stuart Parkin Wins IUPAP Magnetism Award and Neel Medal",
164591,"ARM, Chartered, IBM, Samsung, and Synopsys Collaborate to Deliver Vertically Optimized...",1
165496,"Nuance and IBM to Develop, Market and Deliver Speech Solutions for Ten Industries",1
165725,"IBM Offers Midsize Companies Data Protection Package at Introductory Price",1
170232,"IBM announces US$ 17 million investment in new Cloud Datacenter",1
175324,"Red Hat and IBM Achieve Top Security Certification for KVM Hypervisor on Red Hat Enterprise Linux and IBM Servers",1
177300,"Research and Markets: Global Digital Asset Management 2015 Report - Cognizant, EMC, HP, IBM, and Oracle Dominate the Market",
183704,"Emulex 8Gb/s HBAs Selected for IBM Power Servers",
184071,"New IBM Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments",1
184181,"New IBM Initiative to Help Business and IT Leaders Achieve Greater Value From Software Investments",1
185042,"UPDATE 1-IBM reaches settlement with SEC on Dollar General",1
185068,"IBM says reaches settlement with SEC",1
189114,"Cisco, IBM and others team up on new technology project",1
189154,"Report: IBM Named Marketshare Leader in Application Infrastructure and Middleware Software for 12 Consecutive Years",1
189694,"IBM To Open Cloud Lab For Wall Street Clients",1
194301,"IBM sees future in Second Life, Web worlds",1
194492,"UPDATE 4-IBM earnings rise on services but margin narrows",0
194499,"IBM 3rd-quarter earnings rise",1
194661,"IBM says financial services slowdown hurt Q3 growth",-1
194662,"IBM 3rd-quarter earnings rise",1
194671,"UPDATE 3-IBM 3rd-quarter earnings rise;profit margin narrows",
194677,"CORRECTED - UPDATE 2-IBM third-quarter earnings rise; profit margin narrows",
194761,"IBM, Intel post higher quarterly earnings",1
194787,"STOCKS NEWS US-After the Bell-IBM shares fall after results",-1
194802,"IBM sees Sept slowdown with financial customers",-1
194871,"IBM shares fall after results",-1
194886,"IBM reports EPS in-line, revs in-line",1
195373,"Stock Market Update - Tue Oct 16 09:30:39 EDT 2007",
198790,"IBM Validates ClearOne CHAT 150 and CHAT 50 USB Speakerphones for Sametime Unified Telephony",
199204,"IBM Watson Goes to School to Engage Next Generation of Innovators",1
201643,"A Measured Approach to Going Green... IBM",1
201644,"IBM Software Supports Shared Health's Mission to Improve Patient Care Through Better Access to Healthcare Data",1
201645,"New IBM Software Eases Data Integration and Master Data Management Challenges",1
201974,"IBM purchase of France's Ilog get US antitrust OK",1
202141,"FUJIFILM Technology Supports Three-Terabyte Capacity in New IBM Drive",1
202525,"Seven Summits Research Releases Alerts on IBM, RIG, MOT, CME, and ADSK",-1
203323,"IBM Gives Voice to the Stories and Lives of Alaskans",1
203337,"IBM Gives Voice to the Stories and Lives of Alaskans",1
203347,"Made in IBM Labs: IBM Research Unleashes Powerful Speech Software",1
203357,"Conformia Integrates SOA-Based Product/Process Lifecycle Management Into IBM Platform for Pharmaceutical Development",
203502,"IBM Builds World's Smallest SRAM Memory Cell",1
204444,"Two IBM discoveries add promise for nano-computing",1
204530,"Two IBM discoveries add promise for nano-computing",1
204804,"Infineon, IBM to sell Altis",
205769,"IBM to buy analytics company for $1.2 billion",1
205774,"UPDATE 5-IBM to buy analytics company SPSS for $1.2 bln",1
206362,"UPDATE 1-IBM sees double-digit growth in analytics biz",1
206561,"IBM Extends Strategic IT Services Relationship With American Express",1
207153,"REG-Intnl Bus. Mach IBM Board Approves Regular Quarterly Cash Dividend",1
207156,"IBM Board Approves Regular Quarterly Cash Dividend",1
207385,"IBM Smart Analytics System To Bring the Power of Analytics to Clients in Just Days",1
208112,"SPSS jumps after IBM buyout",1
208160,"IBM Acquires Ounce Labs, Inc.",1
208368,"SPSS to Hold Conference Call To Discuss Acquisition by IBM",1
208385,"IBM to Acquire SPSS Inc. to Provide Clients Predictive Analytics Capabilities",1
208584,"Ministry of Defence and IBM enter 5-Year, 23 Million Pounds Sterling Agreement to...",1
209309,"Lenovo to buy IBM's low-end server unit for $2.3 billion",-1
209310,"Lenovo Group shares jump more than 8 percent after IBM server deal",-1
209312,"Lenovo Group shares jump more than 8 percent after IBM server deal",-1
209943,"Lenovo to buy IBM's low-end server unit for $2.3 billion",-1
210206,"UPDATE 4-Lenovo to buy IBM's low-end server unit for $2.3 bln",-1
210396,"CORRECTED-UPDATE 3-Lenovo to buy IBM's low-end server unit for $2.3 bln",-1
210859,"ZL Technologies to Showcase New Product Version at IBM(R) Connect 2014",
211486,"CORRECTED-UPDATE 1-Lenovo to buy IBM's low-end server business in China's biggest tech M&A",-1
212347,"Lenovo buys IBM's server business in China's biggest IT acquisition",-1
212385,"REG-Intnl Bus. Mach Lenovo Plans to Acquire IBM's x86 Server Business",-1
212392,"Lenovo Plans to Acquire IBM's x86 Server Business<0992.HK>",-1
212843,"IBM first-quarter margins miss estimates, shares fall",-1
212845,"UPDATE 3-IBM first-quarter margins miss estimates, shares fall",-1
213124,"BRIEF-IBM Reports Q1 GAAP Earnings Per Share $1.81 From Continuing Operations",
213126,"IBM reports 5 pct rise in quarterly revenue",1
213699,"BRIEF-Fortinet Says Collaborated With IBM On New IBM X-Force Threat Management Services",1
219820,"Giant Eagle Migrates IT Infrastructure to IBM Cloud for New Flexible Enterprise",1
221673,"Research and Markets: What's News? IBM Acquires SPSS - Anatomy of the Fitment",1
223786,"IBM buys InfoDyne to boost financial data business",1
223859,"2,000 Year-Old Programmer Discovers ''Magic'' Bar Code Software for the IBM System...",
223872,"IBM Acquires InfoDyne to Create World-Class Platform for Market Data Delivery",1
225185,"Infragistics Announces TestAdvantage(TM) for Windows(R) Forms (for IBM Rational Functional...",
225322,"UPDATE 1-IBM raises quarterly cash dividend by 25 pct",1
225393,"IBM raises quarterly cash dividend by 25 pct",1
225457,"REG-Intnl Bus. Mach IBM Board Approves 25 Percent Increase in Quarterly Cash Dividend",1
225464,"IBM Board Approves 25 Percent Increase in Quarterly Cash Dividend",1
229888,"IBM Honours Torex Sales Performance with Partner Award",
229961,"Toppan Printing Enters into New Photomask Process Development Agreement with IBM",1
230657,"Dansk Supermarked and IBM Announce Extensions to Services Contracts",1
230687,"IBM Extends Outsourcing Services Agreement",1
230892,"Ericsson extends deal to outsource IT ops to IBM",1
230933,"Ericsson in new contract with IBM for outsourcing internal IT operations",1
233075,"IBM Awarded 'Smart Tolling' Project by Queensland Government",1
233757,"Nexaweb Offers Plug-In Ajax & RIA Tooling for IBM Rational Application Developer, SAP NetWeaver Developer Studio, and",
234747,"Serena Dimensions Runs 60 Times Faster Than IBM Rational ClearCase",-1
234846,"Lawson M3 7.1 Enterprise Management System Now Available on IBM AIX",
237634,"Mariinsky Theatre Spurs Digital Transformation with IBM Cloud",1
240728,"IBM Scientists Achieve Critical Steps to Building First Practical Quantum Computer",1
241807,"Zacks Analyst Blog Highlights: Avnet, Inc., Hewlett Packard, IBM, Cisco and Sun",
243523,"REG-Intnl Bus. Mach IBM Announces Expiration of Debt Exchange Offers",
243568,"IBM Announces Expiration of Debt Exchange Offers",
244179,"IBM Helps Companies Monitor Data Center 'Health' with New Cloud Service",1
244348,"Computer Guidance Expands Relationship with IBM for Advanced Business Intelligence",1
244697,"Amdocs Benchmark on IBM Servers and Storage Achieves Superior Performance for Prepaid Charging",
244849,"IBM offers hosted Tivoli monitoring for the midmarket",1
244958,"A.P. Moller - Maersk A/S Extends Major Contract With IBM",1
245060,"Maersk extends IBM data services deal to 2014",1
249781,"IBM launches enhanced mobile services offering",1
249783,"Dutch City Region of Eindhoven Works with IBM and NXP to Improve Traffic Flow and Road Safety",1
249784,"Daegu Health College Uses IBM MobileFirst Solutions to Meet Students' Mobile Lifestyle",1
249785,"AT&T and IBM Transform the App Experience with IBM MobileFirst",0
249788,"IBM MobileFirst Helps Organizations Strengthen App Security",1
249796,"IBM launches enhanced mobile services offering",1
252459,"IBM Acquires Gravitant to Boost Hybrid Cloud and Enterprise Services",1
252974,"IBM Study: C-suite Executives See",
253697,"McObject & IBM Set New Records for Speed & Stability in STAC-M3 Benchmark for Capital Markets",1
253724,"McObject & IBM Set New Records for Speed & Stability in STAC-M3 Benchmark for Capital Markets",1
256193,"IBM Serves Up an Ace Fan Experience with Innovative Technology at The Championships, Wimbledon 2014",1
256452,"IBM, SAS, SAP, and Angoss Take Lead in Emerging Advanced Analytics Market",1
256506,"Report: IBM Leads Flash Storage System Market as Customers Look for Faster Access to Big Data Insights",1
256978,"Spuul Selects Aspera, an IBM Company, to Speed the Transfer of Big Data",1
257069,"BRIEF-Kaifa Tech says strategic partner IBM wins smart meter contract worth 40.5 mln euros",1
257108,"IBM collaboration harnesses power of Big Data to help manage complex watersheds",1
260049,"Arrow ECS Launches Skill Builder for IBM Resellers",
261500,"ExaGrid Announces Expanded Backup Support with Addition of Veeam and IBM AS400",
262608,"Exclusive: HP sought two IBM execs in CEO hunt: sources",
262617,"PKWARE(R) Announces Latest Release of PKZIP(R) and SecureZIP(R) for IBM(R) z/OS(R)",
262770,"IBM FileNet P8 Customers With WebSphere Portal Can Now Leverage KwikWork Business Process Framework to Increase",
268255,"Rosetta Builds on Commerce Momentum as Platinum Sponsor at IBM Smarter Commerce Global Summit",
269922,"IBM Analytics Help Arad Group Manage Big Data for Water Meter Solutions",1
270362,"IBM Interactive Named a Leader in Gartner Evaluation of Global Digital Marketing Agencies",1
271070,"Allianz concludes IT operations service agreement with IBM for data centers operation support",1
272005,"Research and Markets: Global SMB Spending on Data Centers Market 2014-2018: Dell Inc., EMC Corp., Emerson Network Power Inc., Hewlett-Packard Co., IBM Corp., Juniper Networks Inc. and NEC Corp",
272083,"Business Partnerships, Portfolio Expansions, Successful Deployments, New Applications and Service Contracts - Research Report on IBM, Rackspace, NCR, ServiceNow, and Unisys",
273839,"Research and Markets: Global Advanced Analytics Market Report 2013: SAS Institute Inc., IBM Corp., Microsoft Corp., and KXEN Inc Dominate",
274491,"Thermax Ltd Chooses IBM PureSystems and SmartCloud over Cisco and Dell",1
274596,"The Zacks Analyst Blog Highlights:Dell, AT&T, Verizon Communications, IBM and Microsoft",
274744,"CA Technologies Provides Same Day Support for IBM Enterprise COBOL for z/OS, V5.1",
277158,"IBM Business Partner BSP Software Strengthens Offerings with Apparo Group Partnership",
281864,"IBM uncovers new, sophisticated bank transfer cyber scam",1
281880,"Exclusive: IBM hired advisers to deal with restless investors - sources",
281982,"IBM uncovers new, sophisticated bank transfer cyber scam",1
283334,"IBM and China Telecom Partner to Accelerate Mobile Enterprise Adoption in China<0728.HK>",1
283702,"IBM forges mobile app partnership with China Telecom",1
283760,"IBM Rolls Out Social Messaging Software for a New Way to Work",1
283867,"IBM forges mobile app partnership with China Telecom",1
285843,"Ketchum and IBM Win Best Public Relations Campaign of 2011",1
289906,"Prolifics and Arsin Head to IBM Innovate 2012",
290260,"IBM Serves a Private Cloud for the 2012 French Open",1
291987,"Recology Teams with IBM in Quest to Help San Francisco Become First City in North America to Achieve Zero Waste",1
292274,"Micro Strategies to Host IBM Power® Roadshow for IT Management Personnel in the Philadelphia-Area",
297358,"Vision Solutions iTERA Availability 6.1 Delivers Improved Business Continuity for IBM i",
297399,"IBM Partners with Signet Jewelers on Digital Makeover to Boost Customer Experience, Online Sales",1
297971,"CohesiveFT Unveils OS Catalog for Users to Automate Image Deployment to IBM SCE, AWS, and Other Public Clouds",
304702,"Made in IBM Labs: IBM Lights Up Silicon Chips to Tackle Big Data",1
304928,"IBM revenue beats estimates as shift to cloud pays off",1
304931,"UPDATE 2-IBM revenue beats estimates as shift to cloud pays off",1
305089,"BRIEF-IBM qtrly GAAP earnings per share of $2.61",1
305101,"IBM quarterly revenue falls 2.8 pct",-1
307004,"Research and Markets: Big Data Market in Europe 2012-2016, with IBM, HP, Teradata and SAP AG Dominating the Industry",
307034,"Research and Markets: Global Storage Market to 2016: Dell, EMC, HP, IBM, NetApp & Symantec Dominate the Industry",
307355,"New Issue-IBM prices dual tranche deal",
307489,"Research and Markets: Global Digital Marketing Software Market to 2016: IBM, Microsoft, Oracle & SAP Dominate the Industry",1
307921,"Tasktop's Dave West To Outline How ALM Integration Connects The Entire Software Delivery Lifecycle At IBM Innovate 2013",
308046,"ABC Capital Selects IBM PureSystems over Oracle, Dell and HP",1
308210,"Datawatch Unveils Support For IBM's TM1 In-Memory Database At Information On Demand Conference",1
308382,"CrowdTwist Announces Partnerships With VivaKi, Acxiom and IBM",1
308479,"IBM And Datawatch Transform Enterprise Content Management Systems Into Big Data Analytics",1
308802,"IBM, City of Fort Lauderdale Collaborate to Bolster Anti-Crime Resources",1
311251,"Rosen Law Firm Announces Investigation of Kenexa Corp. in Connection with its Sale to IBM Corp. - KNXA",
314089,"Micro Strategies, 2013 IBM Choice Award Winner For Top Business Partner - North America, Reaches Milestone with Expansion Of Business Analytics Practice",
314698,"IBM Drives Enterprise Adoption of Big Data, Cloud, Mobile and Social Business Technologies",1
314700,"IBM Unveils New Technology to Connect a Smarter Planet",1
316347,"SOA Software Enables REST Services on IBM DataPower To Help Customers Extend Reach of their Enterprise Data",
319387,"IndusInd Bank Turns to IBM to Deepen Customer Relationships",1
319703,"Monitise Teams with IBM To Help Visa Europe Accelerate New Mobile Commerce Services in the Cloud",1
322983,"Leading Environmental Building Technology Companies to Participate in GSA Smart Building Contract Awarded to IBM",1
323486,"IBM Survey Reveals Marketers Face Tech Dilemma in Reaching the Connected Consumer",
323854,"Virtusa Holds Joint Seminar with IBM to Discuss Effective Master Data Management (MDM) Strategies",
329441,"Made In IBM Labs: IBM Injects Predictive Analytics Into Global Technology Services",1
329894,"Navajo Systems Virtual Private SaaS for LotusLive Included by IBM in its List of 'Integrated Apps' Available for the IBM LotusLive Platform",
332575,"IBM and SAP to develop joint software",1
332905,"Clearswift MIMEsweeper Now Providing Email Security on IBM Blade Servers",
332969,"IBM Accelerates Desktop Customer Choice With Support for Ubuntu, Red Hat and Novell Software",1
332981,"IBM and NEC to Deliver Unified Communications and Collaboration to Businesses Around...",1
333097,"Sybase iAnywhere Highlights Mobile Email, Security at IBM Lotusphere 2008",
333245,"IBM and NEC to Deliver Unified Communications and Collaboration to Businesses Around...",1
333290,"Bharti Airtel and IBM Strengthen Their Strategic Relationship Signing an Additional US$150 Million Agreement",1
333291,"IBM Reveals the Lotus Collaboration Software Roadmap",
333299,"Plantronics Enhances Business Agility for IBM Lotus Sametime Standard 8.0 Users",
333418,"IBM and SAP to develop joint software",1
333455,"iEnterprises Launches",
333469,"Red Hat and IBM Accelerate Deployments of IBM Lotus Notes and Domino on Linux",1
333732,"IBM and SAP Ink Agreement to Develop Their First Joint Software Product",1
333740,"IBM and SAP Ink Agreement to Develop Their First Joint Software Product",1
334045,"IBM Unveils Plans for Collaboration Software and Services for Small-and-Medium Sized Businesses",1
334074,"Trilog Unveils ProjExec(R) Express for IBM(R) Lotus(R) Quickr(TM) at Lotusphere 2008",
334357,"RADVISION Enhances IBM Lotus Sametime with Multiparty Audio and Video Using SCOPIA...",
